Generation	Clone	Deme	Genotype	DriverGenotype	Parent	DriverParent	X	Y	NormalCells	Population	BirthRate	MigrationRate	DeathRate	MigrationModifier	DriverMutations	MigrationMutations	PassengerMutations	S1Mutations	S2Mutations	S3Mutations
10.013690	118	0	1635	51	1579	1	72	72	218	1	1.500797	0.000088	0.000000	0.574219	2	0	123	46	55	24
10.013690	119	0	1433	6	1236	4	72	72	218	1	1.407952	0.000088	0.000000	0.574219	3	0	143	62	53	31
10.013690	120	0	1641	9	1519	1	72	72	218	1	1.589032	0.000088	0.000000	0.574219	2	0	149	62	63	26
10.013690	121	0	2089	90	2003	9	72	72	218	1	1.667126	0.000088	0.000000	0.574219	3	0	172	77	66	32
10.013690	122	0	2014	1	1045	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	104	39	49	17
10.013690	123	0	2050	9	1984	1	72	72	218	1	1.589032	0.000088	0.000000	0.574219	2	0	178	70	71	39
10.013690	124	0	1886	30	1745	6	72	72	218	1	1.519968	0.000088	0.000000	0.574219	4	0	135	62	49	28
10.013690	125	0	1692	9	1465	1	72	72	218	1	1.589032	0.000088	0.000000	0.574219	2	0	164	72	65	29
10.013690	126	0	1740	9	1488	1	72	72	218	1	1.589032	0.000088	0.000000	0.574219	2	0	141	60	58	25
10.013690	127	0	2030	3	1724	0	72	72	218	1	1.262540	0.000088	0.000000	0.574219	1	0	121	55	38	29
10.013690	128	0	1513	60	1509	6	72	72	218	1	1.478882	0.000088	0.000000	0.574219	4	0	154	69	58	31
10.013690	129	0	2101	1	1557	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	158	54	71	34
10.013690	130	0	2072	61	1480	1	72	72	218	1	1.543494	0.000088	0.000000	0.574219	2	0	140	52	55	35
10.013690	131	0	1974	1	1944	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	153	65	54	35
10.013690	132	0	1710	20	1698	0	72	72	218	1	1.075048	0.000088	0.000000	0.574219	1	0	98	35	44	20
10.013690	133	0	1819	6	1593	4	72	72	218	1	1.407952	0.000088	0.000000	0.574219	3	0	149	63	58	31
10.013690	134	0	1321	1	1059	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	90	43	34	14
10.013690	135	0	1457	50	1452	1	72	72	218	1	1.475296	0.000088	0.000000	0.574219	2	0	147	57	54	38
10.013690	136	0	2092	1	1794	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	161	68	53	41
10.013690	137	0	1721	14	1521	9	72	72	218	1	1.681001	0.000088	0.000000	0.574219	3	0	153	65	62	29
10.013690	138	0	2085	4	1405	3	72	72	218	1	1.362411	0.000088	0.000000	0.574219	2	0	125	44	47	36
10.013690	139	0	1113	6	1083	4	72	72	218	1	1.407952	0.000088	0.000000	0.574219	3	0	125	51	46	31
10.013690	140	0	2084	4	1405	3	72	72	218	1	1.362411	0.000088	0.000000	0.574219	2	0	129	43	51	37
10.013690	141	0	1716	6	1644	4	72	72	218	1	1.407952	0.000088	0.000000	0.574219	3	0	141	59	51	34
10.013690	142	0	1980	62	1653	43	72	72	218	1	1.495974	0.000088	0.000000	0.574219	3	0	127	52	52	26
10.013690	143	0	1897	11	1461	4	72	72	218	1	1.549311	0.000088	0.000000	0.574219	3	0	117	48	42	30
10.013690	144	0	2028	30	1882	6	72	72	218	1	1.519968	0.000088	0.000000	0.574219	4	0	122	52	45	29
10.013690	145	0	1020	32	756	1	72	72	218	1	1.550333	0.000088	0.000000	0.574219	2	0	125	47	59	21
10.013690	146	0	2007	14	1022	9	72	72	218	1	1.681001	0.000088	0.000000	0.574219	3	0	144	62	60	25
10.013690	147	0	1024	9	965	1	72	72	218	1	1.589032	0.000088	0.000000	0.574219	2	0	128	52	56	22
10.013690	148	0	1943	30	1899	6	72	72	218	1	1.519968	0.000088	0.000000	0.574219	4	0	137	54	50	37
10.013690	149	0	1566	1	1240	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	117	46	50	22
10.013690	150	0	1634	52	1368	1	72	72	218	1	1.552962	0.000088	0.000000	0.574219	2	0	133	52	57	26
10.013690	151	0	1618	3	1205	0	72	72	218	1	1.262540	0.000088	0.000000	0.574219	1	0	108	48	36	25
10.013690	152	0	1975	1	1944	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	155	68	54	34
10.013690	153	0	2090	1	1670	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	128	52	51	26
10.013690	154	0	1697	3	1617	0	72	72	218	1	1.262540	0.000088	0.000000	0.574219	1	0	111	49	37	26
10.013690	155	0	1901	83	1805	53	72	72	218	1	1.289392	0.000088	0.000000	0.574219	3	0	119	60	35	27
10.013690	156	0	1758	1	1558	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	137	57	51	30
10.013690	157	0	1469	20	1176	0	72	72	218	1	1.075048	0.000088	0.000000	0.574219	1	0	86	32	37	18
10.013690	158	0	2016	3	1918	0	72	72	218	1	1.262540	0.000088	0.000000	0.574219	1	0	111	46	37	29
10.013690	159	0	2020	32	1582	1	72	72	218	1	1.550333	0.000088	0.000000	0.574219	2	0	158	59	69	32
10.013690	160	0	1788	3	1685	0	72	72	218	1	1.262540	0.000088	0.000000	0.574219	1	0	105	44	33	29
10.013690	161	0	1827	1	1591	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	137	52	61	25
10.013690	162	0	2086	65	2009	1	72	72	218	1	1.445840	0.000088	0.000000	0.574219	2	0	146	53	59	36
10.013690	163	0	1775	56	1333	6	72	72	218	1	1.411043	0.000088	0.000000	0.574219	4	0	137	55	53	33
10.013690	164	0	1966	3	1671	0	72	72	218	1	1.262540	0.000088	0.000000	0.574219	1	0	109	48	35	27
10.013690	165	0	1911	1	1824	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	133	55	51	28
10.013690	166	0	2075	1	1477	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	144	59	57	29
10.013690	167	0	1152	32	1139	1	72	72	218	1	1.550333	0.000088	0.000000	0.574219	2	0	138	50	64	26
10.013690	168	0	2109	9	1991	1	72	72	218	1	1.589032	0.000088	0.000000	0.574219	2	0	155	64	63	30
10.013690	169	0	1508	60	1478	6	72	72	218	1	1.478882	0.000088	0.000000	0.574219	4	0	136	58	53	29
10.013690	170	0	1615	6	1229	4	72	72	218	1	1.407952	0.000088	0.000000	0.574219	3	0	133	55	48	33
10.013690	171	0	2073	61	1480	1	72	72	218	1	1.543494	0.000088	0.000000	0.574219	2	0	136	53	52	33
10.013690	172	0	2079	30	1731	6	72	72	218	1	1.519968	0.000088	0.000000	0.574219	4	0	128	55	51	26
10.013690	173	0	1892	20	1381	0	72	72	218	1	1.075048	0.000088	0.000000	0.574219	1	0	108	40	42	27
10.013690	174	0	1972	1	1913	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	124	56	47	22
10.013690	175	0	1189	6	1019	4	72	72	218	1	1.407952	0.000088	0.000000	0.574219	3	0	124	51	48	28
10.013690	176	0	1444	1	1328	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	124	54	49	22
10.013690	177	0	1211	4	808	3	72	72	218	1	1.362411	0.000088	0.000000	0.574219	2	0	119	45	42	34
10.013690	178	0	1953	1	1701	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	105	43	50	13
10.013690	179	0	1937	84	1846	77	72	72	218	1	1.699685	0.000088	0.000000	0.574219	5	0	179	67	81	36
10.013690	180	0	1932	6	1917	4	72	72	218	1	1.407952	0.000088	0.000000	0.574219	3	0	143	64	54	28
10.013690	181	0	1857	63	1767	1	72	72	218	1	1.433723	0.000088	0.000000	0.574219	2	0	163	54	77	34
10.013690	182	0	1749	11	1703	4	72	72	218	1	1.549311	0.000088	0.000000	0.574219	3	0	125	50	40	38
10.013690	183	0	1906	32	1576	1	72	72	218	1	1.550333	0.000088	0.000000	0.574219	2	0	161	61	71	31
10.013690	184	0	1474	31	1325	9	72	72	218	1	1.802891	0.000088	0.000000	0.574219	3	0	158	70	62	29
10.013690	185	0	1714	68	1594	6	72	72	218	1	1.463087	0.000088	0.000000	0.574219	4	0	145	63	59	27
10.013690	186	0	2088	89	2003	9	72	72	218	1	1.750568	0.000088	0.000000	0.574219	3	0	170	75	67	31
10.013690	187	0	1997	30	1304	6	72	72	218	1	1.519968	0.000088	0.000000	0.574219	4	0	120	58	43	23
10.013690	188	0	1845	6	1499	4	72	72	218	1	1.407952	0.000088	0.000000	0.574219	3	0	124	55	47	25
10.013690	189	0	2053	86	1969	6	72	72	218	1	1.410721	0.000088	0.000000	0.574219	4	0	149	58	56	39
10.013690	190	0	1929	51	1621	1	72	72	218	1	1.500797	0.000088	0.000000	0.574219	2	0	120	46	54	22
10.013690	191	0	2042	51	2017	1	72	72	218	1	1.500797	0.000088	0.000000	0.574219	2	0	125	48	53	26
10.013690	192	0	1484	3	1363	0	72	72	218	1	1.262540	0.000088	0.000000	0.574219	1	0	108	52	31	26
10.013690	193	0	1665	9	1571	1	72	72	218	1	1.589032	0.000088	0.000000	0.574219	2	0	177	69	71	39
10.013690	194	0	1865	6	1814	4	72	72	218	1	1.407952	0.000088	0.000000	0.574219	3	0	153	59	57	40
10.013690	195	0	1925	9	1770	1	72	72	218	1	1.589032	0.000088	0.000000	0.574219	2	0	152	60	63	31
10.013690	196	0	1332	6	1317	4	72	72	218	1	1.407952	0.000088	0.000000	0.574219	3	0	135	55	52	31
10.013690	197	0	2110	1	2093	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	165	66	58	42
10.013690	198	0	1451	9	1358	1	72	72	218	1	1.589032	0.000088	0.000000	0.574219	2	0	149	64	60	27
10.013690	199	0	1755	72	1751	11	72	72	218	1	1.580583	0.000088	0.000000	0.574219	4	0	118	47	43	32
10.013690	200	0	2006	14	1022	9	72	72	218	1	1.681001	0.000088	0.000000	0.574219	3	0	142	61	58	26
10.013690	201	0	1989	1	1800	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	118	44	47	28
10.013690	202	0	1540	64	1441	1	72	72	218	1	1.478668	0.000088	0.000000	0.574219	2	0	132	51	53	30
10.013690	203	0	2064	9	1489	1	72	72	218	1	1.589032	0.000088	0.000000	0.574219	2	0	142	62	59	23
10.013690	204	0	2041	51	2017	1	72	72	218	1	1.500797	0.000088	0.000000	0.574219	2	0	129	49	55	27
10.013690	205	0	2108	9	1991	1	72	72	218	1	1.589032	0.000088	0.000000	0.574219	2	0	158	66	64	30
10.013690	206	0	1757	1	1534	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	126	50	49	28
10.013690	207	0	1382	32	1323	1	72	72	218	1	1.550333	0.000088	0.000000	0.574219	2	0	147	52	67	30
10.013690	208	0	1610	1	1386	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	120	48	51	22
10.013690	209	0	1873	38	1392	9	72	72	218	1	1.772483	0.000088	0.000000	0.574219	3	0	142	62	56	27
10.013690	210	0	2059	6	1776	4	72	72	218	1	1.407952	0.000088	0.000000	0.574219	3	0	152	59	56	40
10.013690	211	0	1959	38	1895	9	72	72	218	1	1.772483	0.000088	0.000000	0.574219	3	0	152	64	62	29
10.013690	212	0	1406	1	1318	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	141	50	68	24
10.013690	213	0	1408	4	1127	3	72	72	218	1	1.362411	0.000088	0.000000	0.574219	2	0	122	41	52	31
10.013690	214	0	1733	14	1573	9	72	72	218	1	1.681001	0.000088	0.000000	0.574219	3	0	158	70	63	28
10.013690	215	0	2027	30	1882	6	72	72	218	1	1.519968	0.000088	0.000000	0.574219	4	0	124	52	47	29
10.013690	216	0	2005	6	1424	4	72	72	218	1	1.407952	0.000088	0.000000	0.574219	3	0	146	62	56	31
10.013690	217	0	1981	62	1653	43	72	72	218	1	1.495974	0.000088	0.000000	0.574219	3	0	128	53	53	25
10.013690	218	0	1885	1	1428	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	129	47	58	25
10.013690	219	0	1708	6	1559	4	72	72	218	1	1.407952	0.000088	0.000000	0.574219	3	0	153	61	61	34
10.013690	220	0	2002	9	1347	1	72	72	218	1	1.589032	0.000088	0.000000	0.574219	2	0	174	76	67	33
10.013690	221	0	1896	11	1461	4	72	72	218	1	1.549311	0.000088	0.000000	0.574219	3	0	116	44	45	30
10.013690	222	0	1948	1	1910	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	138	57	54	28
10.013690	223	0	2033	1	1890	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	135	60	45	31
10.013690	224	0	1965	4	1863	3	72	72	218	1	1.362411	0.000088	0.000000	0.574219	2	0	150	52	60	40
10.013690	225	0	1880	30	1822	6	72	72	218	1	1.519968	0.000088	0.000000	0.574219	4	0	133	56	50	31
10.013690	226	0	1502	1	1462	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	141	56	57	29
10.013690	227	0	2100	91	1557	1	72	72	218	1	1.540942	0.000088	0.000000	0.574219	2	0	160	55	72	35
10.013690	228	0	2099	60	1512	6	72	72	218	1	1.478882	0.000088	0.000000	0.574219	4	0	154	67	60	31
10.013690	229	0	2066	1	2062	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	132	48	53	32
10.013690	230	0	1604	1	1524	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	135	56	47	33
10.013690	231	0	2012	1	1769	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	131	52	54	26
10.013690	232	0	1760	76	1689	9	72	72	218	1	1.590107	0.000088	0.000000	0.574219	3	0	173	75	66	35
10.013690	233	0	2052	86	1969	6	72	72	218	1	1.410721	0.000088	0.000000	0.574219	4	0	147	57	56	38
10.013690	234	0	2037	3	1079	0	72	72	218	1	1.262540	0.000088	0.000000	0.574219	1	0	103	48	32	24
10.013690	235	0	1998	32	1907	1	72	72	218	1	1.550333	0.000088	0.000000	0.574219	2	0	163	63	71	31
10.013690	236	0	1934	6	1590	4	72	72	218	1	1.407952	0.000088	0.000000	0.574219	3	0	136	57	49	33
10.013690	237	0	1602	1	1556	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	161	53	75	34
10.013690	238	0	1601	1	1556	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	160	52	75	34
10.013690	239	0	1838	77	1763	67	72	72	218	1	1.680291	0.000088	0.000000	0.574219	4	0	164	60	76	32
10.013690	240	0	1870	63	1856	1	72	72	218	1	1.433723	0.000088	0.000000	0.574219	2	0	174	57	81	38
10.013690	241	0	2039	1	1768	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	128	49	54	26
10.013690	242	0	1825	1	1663	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	128	53	48	28
10.013690	243	0	1722	14	1720	9	72	72	218	1	1.681001	0.000088	0.000000	0.574219	3	0	153	65	60	31
10.013690	244	0	1967	3	1671	0	72	72	218	1	1.262540	0.000088	0.000000	0.574219	1	0	108	50	32	27
10.013690	245	0	1673	1	1514	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	125	53	54	19
10.013690	246	0	1686	1	1263	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	103	42	47	15
10.013690	247	0	1795	1	1690	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	154	61	56	38
10.013690	248	0	2081	3	1820	0	72	72	218	1	1.262540	0.000088	0.000000	0.574219	1	0	117	50	38	30
10.013690	249	0	1774	56	1333	6	72	72	218	1	1.411043	0.000088	0.000000	0.574219	4	0	141	58	54	33
10.013690	250	0	1718	9	1518	1	72	72	218	1	1.589032	0.000088	0.000000	0.574219	2	0	148	64	59	27
10.013690	251	0	2082	32	1987	1	72	72	218	1	1.550333	0.000088	0.000000	0.574219	2	0	169	63	77	31
10.013690	252	0	1887	30	1745	6	72	72	218	1	1.519968	0.000088	0.000000	0.574219	4	0	134	61	47	30
10.013690	253	0	1806	9	1338	1	72	72	218	1	1.589032	0.000088	0.000000	0.574219	2	0	147	65	56	28
10.013690	254	0	2077	30	1942	6	72	72	218	1	1.519968	0.000088	0.000000	0.574219	4	0	133	50	50	37
10.013690	255	0	2051	9	1984	1	72	72	218	1	1.589032	0.000088	0.000000	0.574219	2	0	176	70	69	39
10.013690	256	0	2010	9	1924	1	72	72	218	1	1.589032	0.000088	0.000000	0.574219	2	0	155	64	62	31
10.013690	257	0	2097	11	1748	4	72	72	218	1	1.549311	0.000088	0.000000	0.574219	3	0	121	49	39	36
10.013690	258	0	1752	1	1554	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	115	44	46	26
10.013690	259	0	2111	1	2093	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	161	64	54	44
10.013690	260	0	1798	51	1636	1	72	72	218	1	1.500797	0.000088	0.000000	0.574219	2	0	122	45	57	22
10.013690	261	0	1983	53	1979	3	72	72	218	1	1.282841	0.000088	0.000000	0.574219	2	0	120	59	35	28
10.013690	262	0	2071	6	1844	4	72	72	218	1	1.407952	0.000088	0.000000	0.574219	3	0	127	56	46	28
10.013690	263	0	2001	32	1927	1	72	72	218	1	1.550333	0.000088	0.000000	0.574219	2	0	180	71	76	35
10.013690	264	0	1938	1	1783	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	115	48	54	14
10.013690	265	0	2024	51	1923	1	72	72	218	1	1.500797	0.000088	0.000000	0.574219	2	0	137	50	59	30
10.013690	266	0	1902	32	1854	1	72	72	218	1	1.550333	0.000088	0.000000	0.574219	2	0	168	66	72	32
10.013690	267	0	1995	9	1866	1	72	72	218	1	1.589032	0.000088	0.000000	0.574219	2	0	161	70	63	30
10.013690	268	0	1898	30	1883	6	72	72	218	1	1.519968	0.000088	0.000000	0.574219	4	0	130	52	50	32
10.013690	269	0	2063	1	1988	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	128	49	50	30
10.013690	270	0	1914	1	1455	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	138	53	56	30
10.013690	271	0	1928	51	1621	1	72	72	218	1	1.500797	0.000088	0.000000	0.574219	2	0	119	45	52	24
10.013690	272	0	1930	3	1672	0	72	72	218	1	1.262540	0.000088	0.000000	0.574219	1	0	105	54	28	24
10.013690	273	0	2011	1	1769	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	132	51	54	28
10.013690	274	0	1956	6	1717	4	72	72	218	1	1.407952	0.000088	0.000000	0.574219	3	0	150	64	54	35
10.013690	275	0	2026	38	1958	9	72	72	218	1	1.772483	0.000088	0.000000	0.574219	3	0	150	62	61	30
10.013690	276	0	2083	32	1987	1	72	72	218	1	1.550333	0.000088	0.000000	0.574219	2	0	166	61	77	30
10.013690	277	0	1964	4	1863	3	72	72	218	1	1.362411	0.000088	0.000000	0.574219	2	0	145	50	58	39
10.013690	278	0	2096	11	1748	4	72	72	218	1	1.549311	0.000088	0.000000	0.574219	3	0	123	49	39	38
10.013690	279	0	1994	9	1866	1	72	72	218	1	1.589032	0.000088	0.000000	0.574219	2	0	161	69	65	29
10.013690	280	0	2019	32	1582	1	72	72	218	1	1.550333	0.000088	0.000000	0.574219	2	0	157	59	70	30
10.013690	281	0	2029	3	1724	0	72	72	218	1	1.262540	0.000088	0.000000	0.574219	1	0	123	57	37	30
10.013690	282	0	2032	51	2023	1	72	72	218	1	1.500797	0.000088	0.000000	0.574219	2	0	145	58	59	30
10.013690	283	0	2044	53	1978	3	72	72	218	1	1.282841	0.000088	0.000000	0.574219	2	0	120	58	34	30
10.013690	284	0	2076	30	1942	6	72	72	218	1	1.519968	0.000088	0.000000	0.574219	4	0	136	53	52	35
10.013690	285	0	2054	3	1487	0	72	72	218	1	1.262540	0.000088	0.000000	0.574219	1	0	105	50	32	24
10.013690	286	0	2056	51	1799	1	72	72	218	1	1.500797	0.000088	0.000000	0.574219	2	0	130	50	56	26
10.013690	287	0	2060	4	1862	3	72	72	218	1	1.362411	0.000088	0.000000	0.574219	2	0	153	53	60	42
10.013690	288	0	2067	1	2062	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	129	48	52	30
10.013690	289	0	2070	6	1844	4	72	72	218	1	1.407952	0.000088	0.000000	0.574219	3	0	129	57	46	29
10.013690	290	0	2074	1	1477	0	72	72	218	1	1.426829	0.000088	0.000000	0.574219	1	0	147	60	56	32
10.013690	291	0	2078	30	1731	6	72	72	218	1	1.519968	0.000088	0.000000	0.574219	4	0	131	59	49	27
10.013690	292	0	2098	60	1512	6	72	72	218	1	1.478882	0.000088	0.000000	0.574219	4	0	153	66	58	33
10.013690	293	0	2106	9	1878	1	72	72	218	1	1.589032	0.000088	0.000000	0.574219	2	0	158	66	63	31
20.000216	0	0	22926	358	19729	314	72	72	0	1	3.365728	0.000088	100.000000	1.001953	8	0	518	205	180	141
20.000216	1	0	21832	643	21340	624	72	72	0	1	3.046848	0.000088	100.000000	1.001953	8	0	431	170	169	100
20.000216	2	0	22238	954	22083	628	72	72	0	1	4.783589	0.000088	100.000000	1.001953	8	0	442	180	158	112
20.000216	3	0	22485	1015	22449	956	72	72	0	1	4.858407	0.000088	100.000000	1.001953	9	0	442	164	166	121
20.000216	4	0	22677	1025	21504	930	72	72	0	1	5.420038	0.000088	100.000000	1.001953	14	0	532	215	185	146
20.000216	5	0	22331	725	20996	687	72	72	0	1	5.123222	0.000088	100.000000	1.001953	9	0	445	157	166	131
20.000216	6	0	22875	628	22564	597	72	72	0	1	4.674664	0.000088	100.000000	1.001953	7	0	436	172	161	110
20.000216	7	0	22939	1036	22872	1006	72	72	0	1	5.343193	0.000088	100.000000	1.001953	11	0	499	213	177	120
20.000216	8	0	22885	830	22830	628	72	72	0	1	5.212936	0.000088	100.000000	1.001953	8	0	509	171	197	149
20.000216	9	0	22937	950	22093	564	72	72	0	1	3.936629	0.000088	100.000000	1.001953	11	0	444	178	173	104
20.000216	10	0	22783	971	21585	789	72	72	0	1	5.319333	0.000088	100.000000	1.001953	9	0	430	167	154	118
20.000216	11	0	22652	633	22198	358	72	72	0	1	3.761056	0.000088	100.000000	1.001953	9	0	495	199	183	122
20.000216	12	0	22446	922	21980	799	72	72	0	1	5.581295	0.000088	100.000000	1.001953	11	0	462	164	174	135
20.000216	13	0	22675	809	21468	628	72	72	0	1	5.092616	0.000088	100.000000	1.001953	8	0	444	166	165	121
20.000216	14	0	22329	628	21918	597	72	72	0	1	4.674664	0.000088	100.000000	1.001953	7	0	451	171	164	123
20.000216	15	0	21444	855	20738	846	72	72	0	1	5.668297	0.000088	100.000000	1.001953	9	0	454	184	161	118
20.000216	16	0	22418	628	22284	597	72	72	0	1	4.674664	0.000088	100.000000	1.001953	7	0	458	168	168	129
20.000216	17	0	22592	692	21639	601	72	72	0	1	3.501280	0.000088	100.000000	1.001953	10	0	503	193	184	136
20.000216	18	0	22770	628	21896	597	72	72	0	1	4.674664	0.000088	100.000000	1.001953	7	0	456	176	162	125
20.000216	19	0	22905	926	22335	916	72	72	0	1	4.894081	0.000088	100.000000	1.001953	9	0	453	169	166	127
20.000216	20	0	22832	656	22489	358	72	72	0	1	3.371029	0.000088	100.000000	1.001953	9	0	474	190	169	124
20.000216	21	0	22967	1021	22790	830	72	72	0	1	5.366689	0.000088	100.000000	1.001953	9	0	500	169	187	153
20.000216	22	0	22488	789	21813	628	72	72	0	1	5.121121	0.000088	100.000000	1.001953	8	0	429	169	157	111
20.000216	23	0	22977	825	22874	633	72	72	0	1	3.849407	0.000088	100.000000	1.001953	10	0	525	200	191	144
20.000216	24	0	21699	628	20710	597	72	72	0	1	4.674664	0.000088	100.000000	1.001953	7	0	438	173	157	115
20.000216	25	0	22363	1011	22142	628	72	72	0	1	4.815897	0.000088	100.000000	1.001953	8	0	441	164	164	121
20.000216	26	0	22718	790	22632	748	72	72	0	1	3.919246	0.000088	100.000000	1.001953	10	0	458	191	168	109
20.000216	27	0	22268	805	22116	705	72	72	0	1	3.520433	0.000088	100.000000	1.001953	10	0	517	199	184	144
20.000216	28	0	22462	805	22257	705	72	72	0	1	3.520433	0.000088	100.000000	1.001953	10	0	477	197	168	122
20.000216	29	0	22543	830	22492	628	72	72	0	1	5.212936	0.000088	100.000000	1.001953	8	0	507	176	189	150
20.000216	30	0	20854	805	20755	705	72	72	0	1	3.520433	0.000088	100.000000	1.001953	10	0	458	188	161	119
20.000216	31	0	22182	849	21694	358	72	72	0	1	3.747409	0.000088	100.000000	1.001953	9	0	435	175	154	115
20.000216	32	0	22717	790	22632	748	72	72	0	1	3.919246	0.000088	100.000000	1.001953	10	0	459	191	167	111
20.000216	33	0	22899	938	22810	628	72	72	0	1	5.009449	0.000088	100.000000	1.001953	8	0	433	151	160	130
20.000216	34	0	22820	1030	22498	628	72	72	0	1	4.808388	0.000088	100.000000	1.001953	8	0	466	183	173	118
20.000216	35	0	22241	628	21450	597	72	72	0	1	4.674664	0.000088	100.000000	1.001953	7	0	443	160	166	124
20.000216	36	0	21097	775	20472	381	72	72	0	1	3.180935	0.000088	100.000000	1.001953	7	0	410	159	159	99
20.000216	37	0	21902	825	20055	633	72	72	0	1	3.849407	0.000088	100.000000	1.001953	10	0	511	197	186	138
20.000216	38	0	22552	840	22055	729	72	72	0	1	3.728797	0.000088	100.000000	1.001953	12	0	457	178	166	125
20.000216	39	0	22835	954	21548	628	72	72	0	1	4.783589	0.000088	100.000000	1.001953	8	0	439	181	157	109
20.000216	40	0	22480	633	22113	358	72	72	0	1	3.761056	0.000088	100.000000	1.001953	9	0	466	186	168	121
20.000216	41	0	22803	1001	22195	628	72	72	0	1	5.280009	0.000088	100.000000	1.001953	8	0	476	186	169	129
20.000216	42	0	22809	938	22761	628	72	72	0	1	5.009449	0.000088	100.000000	1.001953	8	0	432	150	160	130
20.000216	43	0	22735	628	21535	597	72	72	0	1	4.674664	0.000088	100.000000	1.001953	7	0	490	195	183	119
20.000216	44	0	22670	564	22536	358	72	72	0	1	3.508739	0.000088	100.000000	1.001953	9	0	444	176	169	108
20.000216	45	0	22789	1021	22575	830	72	72	0	1	5.366689	0.000088	100.000000	1.001953	9	0	498	171	190	146
20.000216	46	0	22664	790	21404	748	72	72	0	1	3.919246	0.000088	100.000000	1.001953	10	0	442	178	165	109
20.000216	47	0	21365	945	21136	628	72	72	0	1	4.688099	0.000088	100.000000	1.001953	8	0	446	169	163	122
20.000216	48	0	22108	628	22024	597	72	72	0	1	4.674664	0.000088	100.000000	1.001953	7	0	472	178	167	134
20.000216	49	0	22799	799	22768	725	72	72	0	1	5.409605	0.000088	100.000000	1.001953	10	0	489	177	188	134
20.000216	50	0	22517	956	22110	628	72	72	0	1	4.792529	0.000088	100.000000	1.001953	8	0	438	162	162	122
20.000216	51	0	22713	799	22585	725	72	72	0	1	5.409605	0.000088	100.000000	1.001953	10	0	475	172	181	132
20.000216	52	0	22996	964	21593	770	72	72	0	1	4.801252	0.000088	100.000000	1.001953	9	0	429	158	158	122
20.000216	53	0	22247	951	21801	628	72	72	0	1	5.060031	0.000088	100.000000	1.001953	8	0	423	153	155	123
20.000216	54	0	22848	805	22068	705	72	72	0	1	3.520433	0.000088	100.000000	1.001953	10	0	496	190	177	139
20.000216	55	0	22752	799	21709	725	72	72	0	1	5.409605	0.000088	100.000000	1.001953	10	0	471	166	181	134
20.000216	56	0	21868	628	21785	597	72	72	0	1	4.674664	0.000088	100.000000	1.001953	7	0	442	176	160	113
20.000216	57	0	22892	775	22494	381	72	72	0	1	3.180935	0.000088	100.000000	1.001953	7	0	437	168	167	109
20.000216	58	0	21204	358	18757	314	72	72	0	1	3.365728	0.000088	100.000000	1.001953	8	0	455	181	163	119
