Generation	NumCells	TotalBirths	TotalDeaths	TotalMigrations	Passengers	Drivers	VarPassengers	VarDrivers	S1(MeanNum)	S2(MeanNum)	S3(MeanNum)	VarS1	VarS2	VarS3	MeanBirthRate	MeanMigrationRate	VarBirthRate	VarMigRate	NumClones	NumGenotypes	NumDriverGenotypes	NumDemes	NumNon-EmptyDemes	MatrixColumns	DriverMatrixColumns	EverGenotypes	CellsWith0Drivers	CellsWith1Drivers	CellsWith2Drivers	CellsWith3Drivers	CellsWith4Drivers	CellsWith5Drivers	CellsWith6Drivers	CellsWith7Drivers	CellsWith8Drivers	CellsWith9Drivers	CellsWith10Drivers
79.160728	466	12122	11657	0	154.010727	0.000000	112.568535	0.000000	14.130901	10.347639	0.188841	0.000000	3085.682373	205.381546	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	454	454	1	1	1	8966	1	17680	466	0	0	0	0	0	0	0	0	0	0
80.161247	472	12558	12087	0	155.663132	0.000000	115.494522	0.000000	14.391949	10.536017	0.213983	0.000000	3271.395264	235.388321	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	458	458	1	1	1	9276	1	18323	472	0	0	0	0	0	0	0	0	0	0
81.163010	477	12994	12518	0	158.496857	0.000000	105.885162	0.000000	14.589099	10.853250	0.215933	0.000000	3527.727295	242.759033	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	460	460	1	1	1	9595	1	18961	477	0	0	0	0	0	0	0	0	0	0
82.163658	487	13445	12959	0	160.833679	0.000000	110.828575	0.000000	14.973306	11.455853	0.201232	0.000000	3712.795898	228.280014	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	479	479	1	1	1	9931	1	19629	487	0	0	0	0	0	0	0	0	0	0
83.168762	496	13979	13484	0	163.058472	0.000000	119.732460	0.000000	15.280242	11.512096	0.122984	0.000000	4099.925293	203.496994	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	488	488	1	1	1	10318	1	20408	496	0	0	0	0	0	0	0	0	0	0
84.169357	495	14454	13960	1	164.547470	0.000000	133.601349	0.000000	15.200000	12.018182	0.151515	0.000000	4178.828613	225.634460	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	484	484	1	2	2	10662	1	21110	495	0	0	0	0	0	0	0	0	0	0
85.169632	514	14982	14469	1	167.264587	0.000000	117.832726	0.000000	15.583657	12.402723	0.151751	0.000000	4267.636719	156.162598	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	502	502	1	2	2	11032	1	21874	514	0	0	0	0	0	0	0	0	0	0
86.169754	516	15486	14971	1	169.606583	0.000000	130.017639	0.000000	16.238373	12.709302	0.151163	0.000000	4622.398926	174.210312	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	506	506	1	2	2	11409	1	22614	516	0	0	0	0	0	0	0	0	0	0
87.169792	513	15996	15484	1	172.247559	0.000000	133.854782	0.000000	17.118908	12.781676	0.171540	0.000000	4029.548340	204.903732	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	500	500	1	2	2	11807	1	23399	513	0	0	0	0	0	0	0	0	0	0
88.173286	520	16510	15991	1	173.982697	0.000000	112.217064	0.000000	17.196154	12.951923	0.119231	0.000000	3997.798340	126.607086	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	502	502	1	2	2	12163	1	24155	520	0	0	0	0	0	0	0	0	0	0
89.173538	516	17008	16493	1	176.844955	0.000000	107.313187	0.000000	17.211241	13.203488	0.106589	0.000000	3999.651855	105.137238	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	496	496	1	2	2	12510	1	24881	516	0	0	0	0	0	0	0	0	0	0
90.173782	512	17535	17024	1	180.386719	0.000000	119.561005	0.000000	17.695312	13.587891	0.123047	0.000000	3732.061523	159.246887	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	500	500	1	2	1	12894	1	25659	512	0	0	0	0	0	0	0	0	0	0
91.176682	512	17998	17487	1	183.009766	0.000000	132.212784	0.000000	18.279297	13.535156	0.126953	0.000000	3963.360107	166.747223	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	507	507	1	2	1	13231	1	26328	512	0	0	0	0	0	0	0	0	0	0
92.176903	512	18558	18047	1	185.123047	0.000000	132.432510	0.000000	18.417969	13.900391	0.171875	0.000000	4527.928223	250.875000	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	503	503	1	2	1	13638	1	27141	512	0	0	0	0	0	0	0	0	0	0
93.178123	513	19082	18570	1	186.851852	0.000000	130.465393	0.000000	18.779728	14.007797	0.126706	0.000000	4385.961426	176.763687	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	500	500	1	2	1	14009	1	27900	513	0	0	0	0	0	0	0	0	0	0
94.178444	513	19585	19073	1	188.292404	0.000000	100.452538	0.000000	19.124756	14.177388	0.130604	0.000000	4360.856934	172.250168	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	501	501	1	2	1	14385	1	28645	513	0	0	0	0	0	0	0	0	0	0
95.179115	512	20082	19571	1	190.712891	0.000000	106.153587	0.000000	19.611328	14.384766	0.150391	0.000000	4693.178223	197.419128	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	500	500	1	2	1	14760	1	29373	512	0	0	0	0	0	0	0	0	0	0
96.179558	512	20554	20043	1	192.136719	0.000000	101.856857	0.000000	19.638672	14.513672	0.189453	0.000000	4689.915527	230.621918	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	501	501	1	2	1	15078	1	30061	512	0	0	0	0	0	0	0	0	0	0
97.182014	513	21085	20573	1	193.820663	0.000000	111.433762	0.000000	19.627680	14.477583	0.280702	0.000000	4697.997070	331.579926	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	495	495	1	2	1	15447	1	30819	513	0	0	0	0	0	0	0	0	0	0
98.182350	512	21598	21087	1	196.240234	0.000000	116.858932	0.000000	19.650391	14.648438	0.339844	0.000000	4642.696777	408.864624	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	494	494	1	2	1	15819	1	31574	512	0	0	0	0	0	0	0	0	0	0
99.182358	514	22130	21617	1	197.533081	0.000000	94.412300	0.000000	19.821012	14.964980	0.322957	0.000000	4819.370117	394.388885	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	502	502	1	2	1	16206	1	32362	514	0	0	0	0	0	0	0	0	0	0
100.182556	513	22616	22104	1	200.296295	0.000000	103.912201	0.000000	20.220272	15.304093	0.384016	0.000000	5166.568359	451.346985	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	500	500	1	2	1	16546	1	33081	513	0	0	0	0	0	0	0	0	0	0
101.183067	512	23130	22619	1	202.074219	0.000000	103.814278	0.000000	20.042969	15.302734	0.308594	0.000000	4834.073730	361.239319	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	498	498	1	2	1	16925	1	33837	512	0	0	0	0	0	0	0	0	0	0
102.183449	512	23654	23143	1	204.294922	0.000000	81.024513	0.000000	19.906250	15.677734	0.291016	0.000000	4019.805664	261.637421	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	492	492	1	2	1	17268	1	34590	512	0	0	0	0	0	0	0	0	0	0
103.185211	512	24173	23662	1	206.281250	0.000000	91.932068	0.000000	19.542969	15.757812	0.310547	0.000000	4147.947754	247.621613	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	500	500	1	2	1	17650	2	35343	512	0	0	0	0	0	0	0	0	0	0
104.185234	512	24679	24168	1	208.191406	0.000000	89.209267	0.000000	19.595703	15.962891	0.367188	0.000000	4134.312988	262.968750	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	499	499	1	2	1	18034	2	36113	512	0	0	0	0	0	0	0	0	0	0
105.185928	512	25162	24651	1	210.763672	0.000000	99.996735	0.000000	19.794922	16.240234	0.357422	0.000000	4137.431152	273.590546	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	498	498	1	2	1	18358	2	36791	512	0	0	0	0	0	0	0	0	0	0
106.186691	513	25668	25156	1	212.824554	0.000000	103.801605	0.000000	19.656919	16.202728	0.325536	0.000000	4052.917969	214.634857	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	498	498	1	2	1	18739	2	37542	513	0	0	0	0	0	0	0	0	0	0
107.188919	513	26194	25682	1	216.048737	0.000000	115.391350	0.000000	19.518518	16.423002	0.282651	0.000000	3787.204590	188.016403	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	502	502	1	2	1	19121	2	38296	513	0	0	0	0	0	0	0	0	0	0
108.189224	513	26703	26191	1	217.744644	0.000000	114.708603	0.000000	19.571150	16.518518	0.280702	0.000000	3774.076416	149.579376	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	495	495	1	2	1	19468	2	39022	513	0	0	0	0	0	0	0	0	0	0
109.189987	513	27229	26717	1	219.760239	0.000000	122.704727	0.000000	19.446394	16.629629	0.255361	0.000000	3313.635254	137.548050	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	505	505	1	2	1	19848	2	39801	513	0	0	0	0	0	0	0	0	0	0
110.190033	513	27729	27217	1	222.120865	0.000000	140.347931	0.000000	19.592592	16.711500	0.251462	0.000000	3365.304199	146.561188	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	502	502	1	2	1	20212	2	40544	513	0	0	0	0	0	0	0	0	0	0
111.190453	512	28258	27747	1	224.285156	0.000000	159.742737	0.000000	19.865234	17.013672	0.228516	0.000000	3936.925781	112.262970	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	499	499	1	2	1	20577	2	41305	512	0	0	0	0	0	0	0	0	0	0
112.190483	513	28735	28223	1	226.194931	0.000000	155.989319	0.000000	20.317739	17.044834	0.241715	0.000000	3979.973389	134.027252	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	502	502	1	2	1	20936	2	42011	513	0	0	0	0	0	0	0	0	0	0
113.190781	513	29199	28687	1	226.415207	0.000000	142.546875	0.000000	20.428850	16.873295	0.237817	0.000000	4246.780273	110.986450	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	500	500	1	2	1	21284	2	42712	513	0	0	0	0	0	0	0	0	0	0
114.191589	513	29691	29179	1	228.495132	0.000000	133.431259	0.000000	20.795322	16.990253	0.237817	0.000000	4284.949707	98.986450	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	500	500	1	2	1	21624	2	43422	513	0	0	0	0	0	0	0	0	0	0
115.192177	513	30210	29698	1	229.686157	0.000000	149.369339	0.000000	21.058479	17.161793	0.235867	0.000000	5133.571289	108.460190	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	495	495	1	2	1	21999	2	44180	513	0	0	0	0	0	0	0	0	0	0
116.193100	513	30707	30195	1	232.378174	0.000000	132.394836	0.000000	21.746588	17.327486	0.290448	0.000000	5230.979004	153.723465	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	504	504	1	2	1	22378	2	44914	513	0	0	0	0	0	0	0	0	0	0
117.194473	513	31211	30699	1	235.567245	0.000000	154.717255	0.000000	22.056530	17.604288	0.222222	0.000000	5544.667969	128.666885	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	501	501	1	2	1	22749	2	45660	513	0	0	0	0	0	0	0	0	0	0
118.195221	513	31718	31206	1	237.760239	0.000000	154.724197	0.000000	22.194931	18.054581	0.226121	0.000000	5674.475098	137.770630	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	498	498	1	2	1	23110	2	46405	513	0	0	0	0	0	0	0	0	0	0
119.196480	512	32297	31786	1	239.080078	0.000000	166.449005	0.000000	22.457031	18.205078	0.216797	0.000000	6249.452148	124.934601	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	497	497	1	2	1	23499	2	47228	512	0	0	0	0	0	0	0	0	0	0
120.197762	513	32763	32251	1	241.237823	0.000000	170.391617	0.000000	22.990253	18.711500	0.212476	0.000000	6619.305176	111.839455	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	503	503	1	2	1	23850	2	47918	513	0	0	0	0	0	0	0	0	0	0
121.197807	512	33287	32776	1	244.314453	0.000000	164.028000	0.000000	22.953125	19.203125	0.246094	0.000000	6034.837891	94.992188	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	500	500	1	2	1	24228	2	48685	512	0	0	0	0	0	0	0	0	0	0
122.198563	512	33792	33281	1	245.324219	0.000000	156.179688	0.000000	22.886719	19.560547	0.244141	0.000000	6406.168945	96.481735	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	502	502	1	2	1	24600	2	49434	512	0	0	0	0	0	0	0	0	0	0
123.199699	513	34321	33809	1	247.879135	0.000000	162.075211	0.000000	23.091618	19.894737	0.259259	0.000000	6870.315430	98.518509	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	503	503	1	2	1	24991	2	50220	513	0	0	0	0	0	0	0	0	0	0
124.199753	512	34822	34311	1	249.650391	0.000000	193.141479	0.000000	23.300781	20.074219	0.240234	0.000000	7237.164062	93.450485	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	505	505	1	2	1	25347	2	50947	512	0	0	0	0	0	0	0	0	0	0
125.201576	512	35362	34851	1	252.259766	0.000000	202.504929	0.000000	23.085938	20.570312	0.300781	0.000000	7175.442871	107.679688	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	500	500	1	2	1	25737	2	51743	512	0	0	0	0	0	0	0	0	0	0
126.203621	512	35865	35354	1	255.789062	0.003906	196.006592	0.003891	23.382812	20.958984	0.238281	0.000000	8284.087891	92.929688	1.000366e+00	8.838835e-05	3.416271e-05	0.000000e+00	502	502	2	2	1	26090	2	52479	510	2	0	0	0	0	0	0	0	0	0
127.203918	512	36416	35905	1	258.472656	0.001953	202.992126	0.001949	23.220703	20.910156	0.251953	0.000000	7847.920410	130.497467	1.000183e+00	8.838835e-05	1.711485e-05	0.000000e+00	490	490	2	2	1	26470	2	53277	511	1	0	0	0	0	0	0	0	0	0
128.204727	512	36887	36376	1	260.345703	0.000000	214.640411	0.000000	23.617188	20.906250	0.181641	0.000000	8847.500000	78.107086	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	499	499	1	2	1	26815	2	53972	512	0	0	0	0	0	0	0	0	0	0
129.204727	513	37383	36871	1	261.922028	0.000000	223.720993	0.000000	23.557505	20.904484	0.187135	0.000000	9064.313477	80.034988	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	500	500	1	2	1	27153	2	54698	513	0	0	0	0	0	0	0	0	0	0
130.205414	513	37900	37388	1	264.487335	0.000000	226.924438	0.000000	23.660818	21.253412	0.187135	0.000000	8971.070312	130.034958	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	502	502	1	2	1	27520	2	55450	513	0	0	0	0	0	0	0	0	0	0
131.205673	512	38423	37912	1	267.416016	0.000000	230.996780	0.000000	24.429688	21.650391	0.203125	0.000000	8708.391602	134.875000	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	506	506	1	2	1	27908	2	56229	512	0	0	0	0	0	0	0	0	0	0
132.207397	513	38930	38418	1	269.495117	0.000000	227.486115	0.000000	24.629629	21.933723	0.231969	0.000000	8203.746094	129.395859	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	504	504	1	2	1	28278	2	56986	513	0	0	0	0	0	0	0	0	0	0
133.207657	512	39425	38914	1	272.119141	0.000000	224.343414	0.000000	24.607422	22.472656	0.222656	0.000000	9295.671875	100.617188	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	502	502	1	2	1	28622	2	57705	512	0	0	0	0	0	0	0	0	0	0
134.208023	512	39939	39428	1	272.048828	0.000000	231.089493	0.000000	24.634766	22.322266	0.244141	0.000000	7611.853027	102.481827	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	498	498	1	2	1	28996	2	58465	512	0	0	0	0	0	0	0	0	0	0
135.208633	513	40452	39940	1	275.764130	0.000000	240.079025	0.000000	24.998051	22.479532	0.265107	0.000000	7450.041016	99.945518	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	501	501	1	2	1	29338	2	59190	513	0	0	0	0	0	0	0	0	0	0
136.208679	512	40974	40463	1	279.728516	0.000000	246.392532	0.000000	25.773438	23.007812	0.269531	0.000000	6843.944336	100.804688	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	498	498	1	2	1	29707	2	59931	512	0	0	0	0	0	0	0	0	0	0
137.210144	512	41476	40965	1	282.785156	0.000000	251.755234	0.000000	26.158203	23.173828	0.275391	0.000000	6323.552246	102.169327	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	496	496	1	2	1	30068	2	60651	512	0	0	0	0	0	0	0	0	0	0
138.211884	513	42005	41493	1	287.192993	0.000000	262.787201	0.000000	26.348928	23.678362	0.296296	0.000000	6195.930664	108.963013	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	499	499	1	2	1	30444	2	61425	513	0	0	0	0	0	0	0	0	0	0
139.212402	512	42535	42024	1	289.134766	0.000000	300.265137	0.000000	26.152344	23.554688	0.310547	0.000000	6024.444336	115.622284	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	502	502	1	2	1	30831	2	62211	512	0	0	0	0	0	0	0	0	0	0
140.215149	513	43032	42520	1	289.249512	0.000000	316.487244	0.000000	25.789474	23.553606	0.374269	0.000000	6560.778809	140.140121	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	500	500	1	2	1	31195	2	62932	513	0	0	0	0	0	0	0	0	0	0
141.215744	512	43584	43073	1	290.251953	0.000000	346.243683	0.000000	26.412109	23.574219	0.320312	0.000000	5903.174316	127.468750	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	495	495	1	2	1	31579	2	63736	512	0	0	0	0	0	0	0	0	0	0
142.216064	513	44054	43542	1	289.847961	0.000000	339.037231	0.000000	25.972710	23.393763	0.249513	0.000000	6450.457031	110.062263	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	502	502	1	2	1	31938	2	64436	513	0	0	0	0	0	0	0	0	0	0
143.216721	512	44587	44076	1	293.019531	0.000000	327.879028	0.000000	26.498047	23.777344	0.261719	0.000000	6582.658691	102.929688	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	494	494	1	2	1	32301	2	65192	512	0	0	0	0	0	0	0	0	0	0
144.217178	513	45123	44611	1	293.000000	0.000000	306.518524	0.000000	26.189083	24.062378	0.267057	0.000000	6581.988281	114.413467	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	503	503	1	2	1	32684	2	65974	513	0	0	0	0	0	0	0	0	0	0
145.218414	515	45639	45125	2	296.260193	0.000000	302.988403	0.000000	26.376699	24.365049	0.300971	0.000000	5977.368652	126.349457	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	502	502	1	3	2	33045	2	66715	515	0	0	0	0	0	0	0	0	0	0
146.218491	524	46179	45656	2	298.097321	0.000000	284.011505	0.000000	26.637405	24.830153	0.284351	0.000000	7155.883789	126.631958	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	510	510	1	3	2	33423	2	67515	524	0	0	0	0	0	0	0	0	0	0
147.218903	521	46669	46149	2	301.652588	0.000000	261.654785	0.000000	26.633398	25.024952	0.337812	0.000000	6766.669434	148.545731	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	507	507	1	3	2	33783	2	68249	521	0	0	0	0	0	0	0	0	0	0
148.221237	519	47161	46643	2	303.890167	0.000000	255.065094	0.000000	26.938343	25.319845	0.333333	0.000000	6878.909668	133.333694	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	508	508	1	3	2	34135	2	68962	519	0	0	0	0	0	0	0	0	0	0
149.222107	523	47713	47191	2	305.990448	0.000000	234.066803	0.000000	26.751434	25.338432	0.296367	0.000000	6873.088379	125.063942	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	512	512	1	3	2	34538	2	69770	523	0	0	0	0	0	0	0	0	0	0
150.222580	524	48245	47722	2	307.398865	0.000000	239.739838	0.000000	26.738550	25.625954	0.324427	0.000000	7158.687500	136.847580	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	510	510	1	3	2	34917	2	70541	524	0	0	0	0	0	0	0	0	0	0
151.222839	526	48756	48231	2	310.203430	0.000000	259.032837	0.000000	26.807985	26.058935	0.313688	0.000000	7233.178711	121.242073	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	510	510	1	3	2	35274	2	71271	526	0	0	0	0	0	0	0	0	0	0
152.223480	527	49289	48763	3	314.449707	0.000000	256.972656	0.000000	27.554079	26.485769	0.305503	0.000000	6803.646973	121.813446	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	515	515	1	3	2	35666	2	72059	527	0	0	0	0	0	0	0	0	0	0
153.223495	528	49812	49285	3	317.484863	0.000000	262.662476	0.000000	27.778410	26.261364	0.259470	0.000000	7019.933594	107.452332	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	517	517	1	3	2	36062	2	72846	528	0	0	0	0	0	0	0	0	0	0
154.224304	519	50362	49844	3	319.287079	0.000000	251.911911	0.000000	27.568401	26.100193	0.250482	0.000000	6630.795898	111.437820	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	505	505	1	3	2	36425	2	73644	519	0	0	0	0	0	0	0	0	0	0
155.224548	517	50873	50357	3	320.829773	0.000000	235.375351	0.000000	27.829786	26.208897	0.235977	0.000000	6697.439453	103.211494	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	505	505	1	3	2	36806	2	74419	517	0	0	0	0	0	0	0	0	0	0
156.224747	516	51364	50849	3	325.106598	0.000000	245.390106	0.000000	28.389534	26.804264	0.277132	0.000000	6489.229492	131.370468	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	502	502	1	3	2	37137	2	75120	516	0	0	0	0	0	0	0	0	0	0
157.224762	518	51822	51305	3	325.868713	0.000000	238.805176	0.000000	28.903475	27.011583	0.293436	0.000000	5957.936035	169.397812	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	502	502	1	3	2	37469	2	75789	518	0	0	0	0	0	0	0	0	0	0
158.225342	519	52364	51846	3	328.055878	0.000000	232.179871	0.000000	28.757225	27.109827	0.321773	0.000000	5588.743652	185.263367	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	508	508	1	3	2	37848	2	76566	519	0	0	0	0	0	0	0	0	0	0
159.225876	517	52922	52406	3	329.266937	0.000000	228.276611	0.000000	29.446808	27.558994	0.235977	0.000000	5759.452637	113.211548	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	505	505	1	3	2	38248	2	77385	517	0	0	0	0	0	0	0	0	0	0
160.226257	519	53399	52881	3	330.649323	0.000000	233.152573	0.000000	29.728323	27.506744	0.236994	0.000000	5495.730957	119.849930	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	507	507	1	3	2	38612	2	78096	519	0	0	0	0	0	0	0	0	0	0
161.226517	522	53896	53375	3	332.854401	0.000000	248.637894	0.000000	30.195402	27.521072	0.254789	0.000000	5616.267090	123.113258	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	508	508	1	3	2	38974	2	78827	522	0	0	0	0	0	0	0	0	0	0
162.226746	518	54371	53854	3	334.084930	0.000000	260.695618	0.000000	30.007723	27.567568	0.276062	0.000000	4653.125000	131.523193	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	506	506	1	3	2	39316	2	79531	518	0	0	0	0	0	0	0	0	0	0
163.227554	520	54884	54365	3	337.096161	0.000000	255.229202	0.000000	29.780769	27.573076	0.278846	0.000000	5119.223633	124.568108	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	502	502	1	3	2	39663	2	80267	520	0	0	0	0	0	0	0	0	0	0
164.227951	518	55391	54874	4	340.554047	0.000000	260.714233	0.000000	30.119692	27.934362	0.305019	0.000000	4991.765137	139.807541	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	494	494	1	4	2	40008	2	80980	518	0	0	0	0	0	0	0	0	0	0
165.228165	519	55902	55384	4	343.951843	0.000000	277.868530	0.000000	30.377649	27.905588	0.248555	0.000000	5324.377930	128.936951	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	500	500	1	4	2	40346	2	81695	519	0	0	0	0	0	0	0	0	0	0
166.228210	516	56426	55911	4	347.296509	0.000000	279.290161	0.000000	30.418604	27.881783	0.246124	0.000000	5681.782227	123.742371	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	500	500	1	4	2	40733	2	82468	516	0	0	0	0	0	0	0	0	0	0
167.228622	529	56962	56434	4	347.759918	0.000000	261.290314	0.000000	30.398867	28.294895	0.243856	0.000000	7683.993164	123.542183	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	519	519	1	4	2	41152	2	83273	529	0	0	0	0	0	0	0	0	0	0
168.228653	534	57474	56941	4	348.848328	0.000000	272.525696	0.000000	30.125467	28.453184	0.194757	0.000000	8294.333008	97.745552	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	522	522	1	4	2	41529	2	84043	534	0	0	0	0	0	0	0	0	0	0
169.228867	528	58027	57500	4	349.265137	0.000000	273.009003	0.000000	30.070076	28.825758	0.162879	0.000000	6885.971680	79.992577	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	514	514	1	4	2	41921	2	84858	528	0	0	0	0	0	0	0	0	0	0
170.229248	525	58528	58004	4	350.055237	0.000000	252.269379	0.000000	29.980953	29.000000	0.188571	0.000000	6594.000000	88.331741	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	512	512	1	4	2	42287	2	85583	525	0	0	0	0	0	0	0	0	0	0
171.229752	523	59017	58495	4	352.030579	0.000000	266.821289	0.000000	30.147228	28.879541	0.185468	0.000000	5869.418457	85.009628	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	510	510	1	4	2	42637	2	86290	523	0	0	0	0	0	0	0	0	0	0
172.229858	528	59588	59061	4	355.607941	0.000000	282.893677	0.000000	30.668560	29.285984	0.200758	0.000000	6627.812500	86.719765	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	511	511	1	4	2	43051	2	87133	528	0	0	0	0	0	0	0	0	0	0
173.229980	529	60113	59585	4	357.323242	0.000000	278.755524	0.000000	30.349716	29.459358	0.181474	0.000000	7783.377441	78.578438	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	510	510	1	4	2	43397	2	87867	529	0	0	0	0	0	0	0	0	0	0
174.230804	528	60604	60077	4	359.808716	0.000000	287.491852	0.000000	30.876894	29.833334	0.212121	0.000000	6773.344727	88.242615	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	516	516	1	4	2	43742	2	88584	528	0	0	0	0	0	0	0	0	0	0
175.230850	528	61122	60595	4	361.301147	0.000000	290.702911	0.000000	31.295454	29.757576	0.204545	0.000000	7062.945312	89.909424	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	506	506	1	4	2	44093	2	89307	528	0	0	0	0	0	0	0	0	0	0
176.232574	527	61667	61141	4	364.707794	0.000000	314.092896	0.000000	31.635674	29.705883	0.185958	0.000000	7319.410645	85.776428	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	515	515	1	4	2	44485	2	90096	527	0	0	0	0	0	0	0	0	0	0
177.233078	525	62210	61686	5	366.702850	0.000000	291.260071	0.000000	31.582857	29.594286	0.180952	0.000000	6718.584961	83.809807	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	516	516	1	4	2	44875	2	90895	525	0	0	0	0	0	0	0	0	0	0
