NumCells	NumSamples	CellsPerSample	SampleDepth	Generation	Identity	DriverIdentity	Parent	Population	BirthRate	MigrationRate	OriginTime	DriverMutations	MigrationMutations	PassengerMutations
1	1	-1	-1	0.000000	0	0	0	1	1.000000	0.000088	0.000000	0	0	0	0	0	0
2	1	-1	-1	1.000524	0	0	0	2	1.000000	0.000088	0.000000	0	0	0	0	0	0
3	1	-1	-1	2.000762	0	0	0	3	1.000000	0.000088	0.000000	0	0	0	0	0	0
11	1	-1	-1	3.000807	0	0	0	11	1.000000	0.000088	0.000000	0	0	0	0	0	0
32	1	-1	-1	4.000955	0	0	0	32	1.000000	0.000088	0.000000	0	0	0	0	0	0
36	1	-1	-1	5.002780	0	0	0	36	1.000000	0.000088	0.000000	0	0	0	0	0	0
50	1	-1	-1	6.005289	0	0	0	50	1.000000	0.000088	0.000000	0	0	0	0	0	0
79	1	-1	-1	7.005618	0	0	0	79	1.000000	0.000088	0.000000	0	0	0	0	0	0
85	1	-1	-1	8.005800	0	0	0	85	1.000000	0.000088	0.000000	0	0	0	0	0	0
77	1	-1	-1	9.006152	0	0	0	77	1.000000	0.000088	0.000000	0	0	0	0	0	0
83	1	-1	-1	10.006528	0	0	0	83	1.000000	0.000088	0.000000	0	0	0	0	0	0
98	1	-1	-1	11.007586	0	0	0	98	1.000000	0.000088	0.000000	0	0	0	0	0	0
122	1	-1	-1	12.009061	0	0	0	122	1.000000	0.000088	0.000000	0	0	0	0	0	0
120	1	-1	-1	13.009652	0	0	0	120	1.000000	0.000088	0.000000	0	0	0	0	0	0
104	1	-1	-1	14.010635	0	0	0	104	1.000000	0.000088	0.000000	0	0	0	0	0	0
113	1	-1	-1	15.011072	0	0	0	113	1.000000	0.000088	0.000000	0	0	0	0	0	0
103	1	-1	-1	16.011076	0	0	0	103	1.000000	0.000088	0.000000	0	0	0	0	0	0
99	1	-1	-1	17.013901	0	0	0	99	1.000000	0.000088	0.000000	0	0	0	0	0	0
97	1	-1	-1	18.014017	0	0	0	97	1.000000	0.000088	0.000000	0	0	0	0	0	0
97	1	-1	-1	19.015114	0	0	0	97	1.000000	0.000088	0.000000	0	0	0	0	0	0
77	1	-1	-1	20.015703	0	0	0	77	1.000000	0.000088	0.000000	0	0	0	0	0	0
82	1	-1	-1	21.018164	0	0	0	82	1.000000	0.000088	0.000000	0	0	0	0	0	0
92	1	-1	-1	22.018290	0	0	0	92	1.000000	0.000088	0.000000	0	0	0	0	0	0
104	1	-1	-1	23.021187	0	0	0	104	1.000000	0.000088	0.000000	0	0	0	0	0	0
114	1	-1	-1	24.022142	0	0	0	114	1.000000	0.000088	0.000000	0	0	0	0	0	0
147	1	-1	-1	25.023729	0	0	0	147	1.000000	0.000088	0.000000	0	0	0	0	0	0
145	1	-1	-1	26.027597	0	0	0	145	1.000000	0.000088	0.000000	0	0	0	0	0	0
155	1	-1	-1	27.033884	0	0	0	155	1.000000	0.000088	0.000000	0	0	0	0	0	0
179	1	-1	-1	28.034197	0	0	0	179	1.000000	0.000088	0.000000	0	0	0	0	0	0
156	1	-1	-1	29.034853	0	0	0	156	1.000000	0.000088	0.000000	0	0	0	0	0	0
174	1	-1	-1	30.036478	0	0	0	174	1.000000	0.000088	0.000000	0	0	0	0	0	0
176	1	-1	-1	31.036907	0	0	0	176	1.000000	0.000088	0.000000	0	0	0	0	0	0
196	1	-1	-1	32.036911	0	0	0	196	1.000000	0.000088	0.000000	0	0	0	0	0	0
203	1	-1	-1	33.038067	0	0	0	203	1.000000	0.000088	0.000000	0	0	0	0	0	0
195	1	-1	-1	34.041939	0	0	0	195	1.000000	0.000088	0.000000	0	0	0	0	0	0
191	1	-1	-1	35.042561	0	0	0	191	1.000000	0.000088	0.000000	0	0	0	0	0	0
192	1	-1	-1	36.042957	0	0	0	192	1.000000	0.000088	0.000000	0	0	0	0	0	0
226	1	-1	-1	37.043015	0	0	0	226	1.000000	0.000088	0.000000	0	0	0	0	0	0
256	1	-1	-1	38.044254	0	0	0	256	1.000000	0.000088	0.000000	0	0	0	0	0	0
252	1	-1	-1	39.044601	0	0	0	252	1.000000	0.000088	0.000000	0	0	0	0	0	0
232	1	-1	-1	40.044815	0	0	0	232	1.000000	0.000088	0.000000	0	0	0	0	0	0
234	1	-1	-1	41.045975	0	0	0	234	1.000000	0.000088	0.000000	0	0	0	0	0	0
258	1	-1	-1	42.045986	0	0	0	258	1.000000	0.000088	0.000000	0	0	0	0	0	0
252	1	-1	-1	43.046593	0	0	0	252	1.000000	0.000088	0.000000	0	0	0	0	0	0
287	1	-1	-1	44.049026	0	0	0	287	1.000000	0.000088	0.000000	0	0	0	0	0	0
286	1	-1	-1	45.049541	0	0	0	286	1.000000	0.000088	0.000000	0	0	0	0	0	0
313	1	-1	-1	46.049583	0	0	0	313	1.000000	0.000088	0.000000	0	0	0	0	0	0
324	1	-1	-1	47.050152	0	0	0	324	1.000000	0.000088	0.000000	0	0	0	0	0	0
334	1	-1	-1	48.050964	0	0	0	334	1.000000	0.000088	0.000000	0	0	0	0	0	0
329	1	-1	-1	49.051353	0	0	0	329	1.000000	0.000088	0.000000	0	0	0	0	0	0
328	1	-1	-1	50.051483	0	0	0	328	1.000000	0.000088	0.000000	0	0	0	0	0	0
320	1	-1	-1	51.057632	0	0	0	320	1.000000	0.000088	0.000000	0	0	0	0	0	0
376	1	-1	-1	52.058239	0	0	0	376	1.000000	0.000088	0.000000	0	0	0	0	0	0
397	1	-1	-1	53.058945	0	0	0	397	1.000000	0.000088	0.000000	0	0	0	0	0	0
415	1	-1	-1	54.059578	0	0	0	415	1.000000	0.000088	0.000000	0	0	0	0	0	0
419	1	-1	-1	55.060448	0	0	0	419	1.000000	0.000088	0.000000	0	0	0	0	0	0
451	1	-1	-1	56.060551	0	0	0	451	1.000000	0.000088	0.000000	0	0	0	0	0	0
448	1	-1	-1	57.060719	0	0	0	448	1.000000	0.000088	0.000000	0	0	0	0	0	0
447	1	-1	-1	58.060940	0	0	0	447	1.000000	0.000088	0.000000	0	0	0	0	0	0
437	1	-1	-1	59.062439	0	0	0	437	1.000000	0.000088	0.000000	0	0	0	0	0	0
441	1	-1	-1	60.064175	0	0	0	441	1.000000	0.000088	0.000000	0	0	0	0	0	0
460	1	-1	-1	61.065197	0	0	0	460	1.000000	0.000088	0.000000	0	0	0	0	0	0
445	1	-1	-1	62.065819	0	0	0	445	1.000000	0.000088	0.000000	0	0	0	0	0	0
458	1	-1	-1	63.066673	0	0	0	458	1.000000	0.000088	0.000000	0	0	0	0	0	0
456	1	-1	-1	64.067657	0	0	0	456	1.000000	0.000088	0.000000	0	0	0	0	0	0
461	1	-1	-1	65.068436	0	0	0	461	1.000000	0.000088	0.000000	0	0	0	0	0	0
458	1	-1	-1	66.068924	0	0	0	458	1.000000	0.000088	0.000000	0	0	0	0	0	0
478	1	-1	-1	67.068939	0	0	0	478	1.000000	0.000088	0.000000	0	0	0	0	0	0
484	1	-1	-1	68.069725	0	0	0	484	1.000000	0.000088	0.000000	0	0	0	0	0	0
491	1	-1	-1	69.070198	0	0	0	491	1.000000	0.000088	0.000000	0	0	0	0	0	0
486	1	-1	-1	70.070374	0	0	0	486	1.000000	0.000088	0.000000	0	0	0	0	0	0
488	1	-1	-1	71.070381	0	0	0	488	1.000000	0.000088	0.000000	0	0	0	0	0	0
474	1	-1	-1	72.071129	0	0	0	474	1.000000	0.000088	0.000000	0	0	0	0	0	0
489	1	-1	-1	73.072441	0	0	0	489	1.000000	0.000088	0.000000	0	0	0	0	0	0
499	1	-1	-1	74.072525	0	0	0	499	1.000000	0.000088	0.000000	0	0	0	0	0	0
508	1	-1	-1	75.072708	0	0	0	508	1.000000	0.000088	0.000000	0	0	0	0	0	0
529	1	-1	-1	76.072784	0	0	0	529	1.000000	0.000088	0.000000	0	0	0	0	0	0
519	1	-1	-1	77.072945	0	0	0	519	1.000000	0.000088	0.000000	0	0	0	0	0	0
511	1	-1	-1	78.074020	0	0	0	511	1.000000	0.000088	0.000000	0	0	0	0	0	0
535	1	-1	-1	79.074478	0	0	0	535	1.000000	0.000088	0.000000	0	0	0	0	0	0
547	1	-1	-1	80.074944	0	0	0	547	1.000000	0.000088	0.000000	0	0	0	0	0	0
550	1	-1	-1	81.075607	0	0	0	550	1.000000	0.000088	0.000000	0	0	0	0	0	0
547	1	-1	-1	82.076447	0	0	0	547	1.000000	0.000088	0.000000	0	0	0	0	0	0
552	1	-1	-1	83.076462	0	0	0	552	1.000000	0.000088	0.000000	0	0	0	0	0	0
559	1	-1	-1	84.078552	0	0	0	559	1.000000	0.000088	0.000000	0	0	0	0	0	0
573	1	-1	-1	85.078758	0	0	0	573	1.000000	0.000088	0.000000	0	0	0	0	0	0
581	1	-1	-1	86.079002	0	0	0	581	1.000000	0.000088	0.000000	0	0	0	0	0	0
587	1	-1	-1	87.079483	0	0	0	587	1.000000	0.000088	0.000000	0	0	0	0	0	0
593	1	-1	-1	88.081268	0	0	0	593	1.000000	0.000088	0.000000	0	0	0	0	0	0
602	1	-1	-1	89.081642	0	0	0	602	1.000000	0.000088	0.000000	0	0	0	0	0	0
621	1	-1	-1	90.081924	0	0	0	621	1.000000	0.000088	0.000000	0	0	0	0	0	0
612	1	-1	-1	91.082321	0	0	0	612	1.000000	0.000088	0.000000	0	0	0	0	0	0
598	1	-1	-1	92.082497	0	0	0	598	1.000000	0.000088	0.000000	0	0	0	0	0	0
597	1	-1	-1	93.082634	0	0	0	597	1.000000	0.000088	0.000000	0	0	0	0	0	0
609	1	-1	-1	94.083183	0	0	0	609	1.000000	0.000088	0.000000	0	0	0	0	0	0
623	1	-1	-1	95.083481	0	0	0	623	1.000000	0.000088	0.000000	0	0	0	0	0	0
632	1	-1	-1	96.083656	0	0	0	632	1.000000	0.000088	0.000000	0	0	0	0	0	0
642	1	-1	-1	97.084579	0	0	0	642	1.000000	0.000088	0.000000	0	0	0	0	0	0
639	1	-1	-1	98.085243	0	0	0	639	1.000000	0.000088	0.000000	0	0	0	0	0	0
645	1	-1	-1	99.085243	0	0	0	645	1.000000	0.000088	0.000000	0	0	0	0	0	0
609	1	-1	-1	100.085670	0	0	0	609	1.000000	0.000088	0.000000	0	0	0	0	0	0
620	1	-1	-1	101.085808	0	0	0	620	1.000000	0.000088	0.000000	0	0	0	0	0	0
630	1	-1	-1	102.085854	0	0	0	630	1.000000	0.000088	0.000000	0	0	0	0	0	0
625	1	-1	-1	103.086273	0	0	0	625	1.000000	0.000088	0.000000	0	0	0	0	0	0
619	1	-1	-1	104.086380	0	0	0	619	1.000000	0.000088	0.000000	0	0	0	0	0	0
617	1	-1	-1	105.087540	0	0	0	617	1.000000	0.000088	0.000000	0	0	0	0	0	0
623	1	-1	-1	106.087875	0	0	0	623	1.000000	0.000088	0.000000	0	0	0	0	0	0
641	1	-1	-1	107.088425	0	0	0	641	1.000000	0.000088	0.000000	0	0	0	0	0	0
