Population	Parent	Identity	DriverIdentity	DriverMutations	MigrationMutations	Immortal	PassengerMutations	S1Mutations	S2Mutations	S3Mutations	BirthRate	MigrationRate	OriginTime	Descendants
0	0	0	0	0	0	1	0	0	0	0	1.000000	0.000088	0.000000	513
0	0	1	0	0	0	1	7	2	5	0	1.000000	0.000088	0.438882	513
0	5	7	1	1	0	1	13	6	8	0	1.426829	0.000088	1.277978	513
0	1	4	0	0	0	1	9	3	6	0	1.000000	0.000088	0.672488	513
0	4	5	1	1	0	1	12	6	7	0	1.426829	0.000088	0.791067	513
0	7	9	1	1	0	1	20	10	11	0	1.426829	0.000088	1.381537	513
0	9	12	1	1	0	1	28	15	14	0	1.426829	0.000088	1.507355	513
0	12	15	1	1	0	1	35	19	17	0	1.426829	0.000088	1.560051	513
0	63	98	1	1	0	1	41	23	19	0	1.426829	0.000088	2.873081	196
0	97	116	1	1	0	1	51	25	25	2	1.426829	0.000088	3.421276	317
0	15	63	1	1	0	1	39	21	19	0	1.426829	0.000088	2.381659	513
0	63	97	1	1	0	1	46	23	23	1	1.426829	0.000088	2.873081	317
0	201	235	9	2	0	1	75	36	33	8	1.589032	0.000088	4.673704	196
0	171	184	1	1	0	1	66	33	29	5	1.426829	0.000088	4.263425	196
0	98	131	1	1	0	1	48	27	22	0	1.426829	0.000088	3.704293	196
0	116	122	1	1	0	1	53	26	25	3	1.426829	0.000088	3.568775	317
0	220	248	1	1	0	1	62	28	28	7	1.426829	0.000088	4.816175	317
0	131	159	1	1	0	1	55	29	24	3	1.426829	0.000088	3.989305	196
0	159	171	1	1	0	1	60	31	26	4	1.426829	0.000088	4.186813	196
0	262	279	9	2	0	1	97	43	41	15	1.589032	0.000088	5.097212	196
0	491	507	9	2	0	1	121	52	52	19	1.589032	0.000088	6.681462	3
0	235	241	9	2	0	1	83	38	36	11	1.589032	0.000088	4.720158	196
0	184	201	9	2	0	1	70	34	32	6	1.589032	0.000088	4.380543	196
0	241	246	9	2	0	1	88	39	38	13	1.589032	0.000088	4.753157	196
0	248	260	1	1	0	1	65	28	30	8	1.426829	0.000088	4.860204	317
0	122	220	1	1	0	1	58	27	27	5	1.426829	0.000088	4.508986	317
0	246	262	9	2	0	1	94	42	40	14	1.589032	0.000088	4.878631	196
0	260	285	1	1	0	1	72	31	31	11	1.426829	0.000088	5.129994	317
0	453	491	9	2	0	1	113	49	48	18	1.589032	0.000088	6.620260	3
0	285	358	1	1	0	1	78	34	34	11	1.426829	0.000088	5.803480	317
0	279	370	9	2	0	1	102	45	43	16	1.589032	0.000088	5.925363	196
0	358	424	1	1	0	1	82	35	34	14	1.426829	0.000088	6.302844	317
0	586	625	1	1	0	1	99	41	43	16	1.426829	0.000088	7.169967	317
0	424	446	1	1	0	1	84	35	35	15	1.426829	0.000088	6.413994	317
0	446	448	1	1	0	1	88	36	38	15	1.426829	0.000088	6.430506	317
0	370	453	9	2	0	1	107	48	45	16	1.589032	0.000088	6.470342	3
0	370	454	9	2	0	1	105	45	44	18	1.589032	0.000088	6.470342	193
0	448	586	1	1	0	1	90	37	39	15	1.426829	0.000088	7.031259	317
0	762	836	9	2	0	1	125	54	52	21	1.589032	0.000088	7.837497	191
0	454	610	9	2	0	1	112	48	46	20	1.589032	0.000088	7.100285	193
0	507	670	9	2	0	1	123	54	52	19	1.589032	0.000088	7.333775	3
0	610	684	9	2	0	1	117	50	48	21	1.589032	0.000088	7.378580	193
0	670	754	31	3	0	1	129	57	54	21	1.802891	0.000088	7.579695	3
0	684	762	9	2	0	1	123	54	50	21	1.589032	0.000088	7.612547	193
0	625	791	1	1	0	1	103	43	45	16	1.426829	0.000088	7.698946	317
0	754	896	31	3	0	1	134	60	55	22	1.802891	0.000088	7.997516	3
0	762	837	9	2	0	1	125	55	50	22	1.589032	0.000088	7.837497	2
0	836	858	9	2	0	1	128	55	53	22	1.589032	0.000088	7.890522	174
0	836	859	9	2	0	1	126	54	52	22	1.589032	0.000088	7.890522	17
0	1163	1392	38	3	0	1	138	60	55	26	1.772483	0.000088	9.047386	2
0	837	975	38	3	0	1	128	56	50	25	1.772483	0.000088	8.243532	2
0	859	1122	9	2	0	1	133	56	55	24	1.589032	0.000088	8.513829	17
0	858	1011	9	2	0	1	132	55	55	24	1.589032	0.000088	8.313293	174
0	791	1051	1	1	0	1	110	45	48	18	1.426829	0.000088	8.410603	317
0	1087	1173	9	2	0	1	153	67	60	28	1.589032	0.000088	8.616813	173
0	1183	1245	31	3	0	1	148	65	59	27	1.802891	0.000088	8.782409	3
0	1011	1086	9	2	0	1	139	58	57	26	1.589032	0.000088	8.476629	1
0	1011	1087	9	2	0	1	140	60	57	25	1.589032	0.000088	8.476629	173
0	1051	1386	1	1	0	1	113	46	48	20	1.426829	0.000088	9.043839	317
0	2362	2657	70	2	0	1	166	66	62	40	1.607391	0.000088	10.609092	317
0	975	1163	38	3	0	1	133	59	52	25	1.772483	0.000088	8.586779	2
0	2228	2691	31	3	0	1	171	75	66	33	1.802891	0.000088	10.641325	3
0	896	1183	31	3	0	1	141	62	56	26	1.802891	0.000088	8.632496	3
0	1122	1271	9	2	0	1	137	57	56	26	1.589032	0.000088	8.863041	17
0	1245	1325	31	3	0	1	152	68	60	27	1.802891	0.000088	8.950332	3
0	1173	1336	9	2	0	1	159	69	64	28	1.589032	0.000088	8.976071	173
0	1336	1347	9	2	0	1	164	71	65	30	1.589032	0.000088	8.991887	173
0	2476	3491	38	3	0	1	158	68	62	31	1.772483	0.000088	11.359037	2
0	1086	1358	9	2	0	1	142	59	59	26	1.589032	0.000088	9.013647	1
0	1873	2252	38	3	0	1	149	65	59	28	1.772483	0.000088	10.159779	2
0	1271	1402	9	2	0	1	141	59	57	27	1.589032	0.000088	9.067556	17
0	1386	1609	70	2	0	1	117	49	48	22	1.607391	0.000088	9.367107	317
0	1358	1451	9	2	0	1	149	64	60	27	1.589032	0.000088	9.123496	1
0	2425	2503	89	3	0	1	186	79	69	41	1.750568	0.000088	10.441413	173
0	1325	1474	31	3	0	1	158	70	62	29	1.802891	0.000088	9.163508	3
0	1402	1505	9	2	0	1	144	60	57	29	1.589032	0.000088	9.205688	17
0	1474	2228	31	3	0	1	166	73	64	32	1.802891	0.000088	10.133062	3
0	1347	2003	9	2	0	1	167	73	65	31	1.589032	0.000088	9.870468	173
0	1392	1873	38	3	0	1	142	62	56	27	1.772483	0.000088	9.725616	2
0	3417	3431	106	3	0	1	185	79	73	36	1.696349	0.000088	11.313902	1
0	1451	2451	9	2	0	1	152	65	60	29	1.589032	0.000088	10.388124	1
0	2003	2088	89	3	0	1	170	75	67	31	1.750568	0.000088	9.990129	173
0	3196	3208	141	3	0	1	156	65	60	34	1.606469	0.000088	11.116271	17
0	1609	2178	70	2	0	1	124	51	50	25	1.607391	0.000088	10.086976	317
0	2178	2224	70	2	0	1	136	58	53	27	1.607391	0.000088	10.130182	317
0	2224	2231	70	2	0	1	143	60	53	32	1.607391	0.000088	10.137597	317
0	2231	2261	70	2	0	1	149	61	56	34	1.607391	0.000088	10.167108	317
0	2088	2262	89	3	0	1	177	76	68	36	1.750568	0.000088	10.169678	173
0	2261	2287	70	2	0	1	153	61	57	37	1.607391	0.000088	10.201723	317
0	1505	2326	9	2	0	1	149	62	57	32	1.589032	0.000088	10.237920	17
0	2287	2362	70	2	0	1	156	61	59	38	1.607391	0.000088	10.284939	317
0	2657	2739	70	2	0	1	170	66	65	41	1.607391	0.000088	10.678328	317
0	4295	4624	139	3	0	1	211	79	80	55	2.407843	0.000088	12.246964	317
0	2262	2425	89	3	0	1	181	77	68	39	1.750568	0.000088	10.354510	173
0	2252	2476	38	3	0	1	153	66	60	30	1.772483	0.000088	10.407760	2
0	2451	2571	9	2	0	1	158	68	62	30	1.589032	0.000088	10.503646	1
0	2571	2583	106	3	0	1	162	70	64	31	1.696349	0.000088	10.520940	1
0	3268	3572	131	4	0	1	215	87	80	52	2.097866	0.000088	11.426332	173
0	4294	4295	139	3	0	1	205	76	77	55	2.407843	0.000088	12.002167	317
0	2503	2666	89	3	0	1	193	82	72	42	1.750568	0.000088	10.614117	173
0	2739	2931	70	2	0	1	173	68	65	42	1.607391	0.000088	10.847075	317
0	3049	3098	139	3	0	1	189	72	73	47	2.407843	0.000088	11.015167	317
0	2326	3196	141	3	0	1	153	63	59	34	1.606469	0.000088	11.105255	17
0	3113	3268	131	4	0	1	210	85	78	51	2.097866	0.000088	11.160775	173
0	2666	2906	131	4	0	1	197	82	74	45	2.097866	0.000088	10.824923	173
0	2691	2920	132	4	0	1	177	76	68	37	1.809029	0.000088	10.835311	3
0	3224	3417	106	3	0	1	180	78	69	36	1.696349	0.000088	11.303371	1
0	2583	2988	106	3	0	1	169	72	67	33	1.696349	0.000088	10.898582	1
0	2931	3024	70	2	0	1	178	70	67	43	1.607391	0.000088	10.945046	317
0	3024	3049	139	3	0	1	184	71	71	45	2.407843	0.000088	10.962437	317
0	2906	3103	131	4	0	1	201	84	76	45	2.097866	0.000088	11.020498	173
0	3103	3113	131	4	0	1	207	84	76	51	2.097866	0.000088	11.031588	173
0	3514	3799	141	3	0	1	169	75	63	34	1.606469	0.000088	11.594857	17
0	2988	3224	106	3	0	1	176	77	68	34	1.696349	0.000088	11.128194	1
0	3950	4335	131	4	0	1	227	92	82	57	2.097866	0.000088	12.024920	173
0	3763	3978	166	5	0	1	187	79	74	39	1.964698	0.000088	11.753738	3
0	4143	4173	141	3	0	1	185	77	71	40	1.606469	0.000088	11.910304	17
0	3208	3376	141	3	0	1	161	70	60	34	1.606469	0.000088	11.265985	17
0	4100	4294	139	3	0	1	203	75	77	54	2.407843	0.000088	12.000827	317
0	3376	3514	141	3	0	1	165	72	62	34	1.606469	0.000088	11.378954	17
0	2920	3763	166	5	0	1	183	79	71	38	1.964698	0.000088	11.567481	3
0	3431	3748	106	3	0	1	193	84	73	39	1.696349	0.000088	11.561593	1
0	3572	3950	131	4	0	1	220	90	80	54	2.097866	0.000088	11.730607	173
0	4401	4618	131	4	0	1	244	98	88	62	2.097866	0.000088	12.244867	173
0	3799	3945	141	3	0	1	176	77	67	35	1.606469	0.000088	11.728228	17
0	3748	4046	106	3	0	1	201	86	76	42	1.696349	0.000088	11.815236	1
0	3098	4100	139	3	0	1	197	74	75	51	2.407843	0.000088	11.861719	317
0	3491	4414	38	3	0	1	161	69	64	31	1.772483	0.000088	12.097174	2
0	4414	5340	38	3	0	1	167	70	67	33	1.772483	0.000088	12.750998	2
0	3945	4143	141	3	0	1	181	77	69	38	1.606469	0.000088	11.888962	17
0	4302	4760	141	3	0	1	199	81	78	43	1.606469	0.000088	12.341327	17
0	4173	4302	141	3	0	1	189	78	72	42	1.606469	0.000088	12.004314	17
0	3978	4454	166	5	0	1	197	82	79	41	1.964698	0.000088	12.128355	3
0	4335	4347	131	4	0	1	233	94	84	59	2.097866	0.000088	12.031172	173
0	5003	6305	106	3	0	1	217	88	85	47	1.696349	0.000088	13.395762	1
0	4347	4401	131	4	0	1	240	98	87	59	2.097866	0.000088	12.087955	173
0	4454	4517	198	6	0	1	199	83	80	42	2.262681	0.000088	12.164838	3
0	4760	4849	141	3	0	1	202	83	79	43	1.606469	0.000088	12.415462	17
0	4046	5003	106	3	0	1	211	86	84	44	1.696349	0.000088	12.527171	1
0	5923	6461	254	4	0	1	212	88	82	46	1.924708	0.000088	13.501927	17
0	5575	6776	38	3	0	1	178	73	74	34	1.772483	0.000088	13.711134	2
0	6188	6282	262	6	0	1	256	106	93	63	2.432041	0.000088	13.378335	173
0	5309	6142	262	6	0	1	253	104	92	63	2.432041	0.000088	13.279554	173
0	5340	5575	38	3	0	1	176	73	72	34	1.772483	0.000088	12.899484	2
0	4517	5864	198	6	0	1	207	87	80	46	2.262681	0.000088	13.095599	3
0	4618	5309	131	4	0	1	251	102	90	63	2.097866	0.000088	12.724706	173
0	5864	5964	198	6	0	1	213	90	81	48	2.262681	0.000088	13.168489	3
0	8902	10050	106	3	0	1	253	102	100	54	1.696349	0.000088	15.578267	1
0	4624	5706	139	3	0	1	218	81	82	58	2.407843	0.000088	12.967247	317
0	4849	5923	254	4	0	1	208	87	80	45	1.924708	0.000088	13.140026	17
0	6142	6188	262	6	0	1	254	105	92	63	2.432041	0.000088	13.313559	173
0	7171	7434	254	4	0	1	233	94	92	51	1.924708	0.000088	14.087649	17
0	9903	10245	198	6	0	1	269	118	98	59	2.262681	0.000088	15.665427	2
0	7792	7824	139	3	0	1	239	89	90	63	2.407843	0.000088	14.326940	1
0	8070	8432	375	7	0	1	258	109	102	54	2.310226	0.000088	14.712548	1
0	7002	7796	314	7	0	1	273	117	97	66	2.854639	0.000088	14.315929	173
0	6671	6767	198	6	0	1	222	92	85	51	2.262681	0.000088	13.708741	1
0	5964	6599	198	6	0	1	216	91	83	48	2.262681	0.000088	13.582607	2
0	6468	6935	262	6	0	1	265	111	95	65	2.432041	0.000088	13.816878	173
0	6282	6468	262	6	0	1	259	107	94	64	2.432041	0.000088	13.502353	173
0	9229	10360	358	8	0	1	306	130	105	79	3.365728	0.000088	15.729377	158
0	5964	6600	198	6	0	1	215	90	81	50	2.262681	0.000088	13.582607	1
0	6461	6610	254	4	0	1	215	90	83	46	1.924708	0.000088	13.593023	17
0	6600	6620	198	6	0	1	217	90	82	51	2.262681	0.000088	13.599323	1
0	7677	7812	198	6	0	1	254	106	100	54	2.262681	0.000088	14.323266	1
0	6620	6671	198	6	0	1	219	91	83	51	2.262681	0.000088	13.630696	1
0	6610	6923	254	4	0	1	217	90	85	46	1.924708	0.000088	13.809481	17
0	6599	6718	198	6	0	1	220	92	83	51	2.262681	0.000088	13.673529	2
0	7788	7792	139	3	0	1	238	89	90	62	2.407843	0.000088	14.312140	317
0	6305	6798	106	3	0	1	223	92	87	47	1.696349	0.000088	13.726740	1
0	6798	6854	106	3	0	1	228	95	89	47	1.696349	0.000088	13.762876	1
0	6767	7013	198	6	0	1	231	95	90	52	2.262681	0.000088	13.852428	1
0	8676	8780	375	7	0	1	274	114	107	60	2.310226	0.000088	14.922976	1
0	6923	7171	254	4	0	1	228	93	90	49	1.924708	0.000088	13.929415	17
0	6935	7002	314	7	0	1	269	114	97	65	2.854639	0.000088	13.847387	173
0	6718	7021	198	6	0	1	224	94	85	51	2.262681	0.000088	13.856120	2
0	7987	8440	254	4	0	1	248	99	99	54	1.924708	0.000088	14.718771	17
0	7013	7090	198	6	0	1	236	96	94	52	2.262681	0.000088	13.883858	1
0	6854	7106	106	3	0	1	230	95	90	48	1.696349	0.000088	13.892788	1
0	7255	7677	198	6	0	1	249	102	99	54	2.262681	0.000088	14.234221	1
0	7090	7255	198	6	0	1	242	98	96	54	2.262681	0.000088	13.970868	1
0	10980	11262	358	8	0	1	334	137	120	85	3.365728	0.000088	16.153786	74
0	8881	8884	139	3	0	1	270	103	100	70	2.407843	0.000088	14.988361	316
0	5706	7507	139	3	0	1	222	83	83	59	2.407843	0.000088	14.139496	317
0	8651	8902	106	3	0	1	251	102	99	53	1.696349	0.000088	14.998654	1
0	9110	9255	381	6	0	1	291	112	121	64	2.780775	0.000088	15.172116	9
0	8884	9165	139	3	0	1	274	104	101	72	2.407843	0.000088	15.120065	316
0	7659	7788	139	3	0	1	234	87	89	61	2.407843	0.000088	14.310642	317
0	7434	7616	254	4	0	1	238	96	94	52	1.924708	0.000088	14.188771	17
0	7507	7659	139	3	0	1	228	85	86	60	2.407843	0.000088	14.222676	317
0	9684	10004	381	6	0	1	296	113	124	65	2.780775	0.000088	15.557756	8
0	7106	7698	106	3	0	1	232	95	91	49	1.696349	0.000088	14.245668	1
0	7616	7987	254	4	0	1	246	98	98	54	1.924708	0.000088	14.410827	17
0	7792	7825	139	3	0	1	248	94	93	64	2.407843	0.000088	14.326940	316
0	7021	7844	198	6	0	1	227	96	85	52	2.262681	0.000088	14.339200	2
0	7844	7907	198	6	0	1	233	99	88	52	2.262681	0.000088	14.367533	2
0	7825	7978	139	3	0	1	255	96	95	67	2.407843	0.000088	14.405672	316
0	7907	8009	198	6	0	1	237	101	88	54	2.262681	0.000088	14.428198	2
0	8564	8630	381	6	0	1	268	104	110	60	2.780775	0.000088	14.831842	17
0	7812	8070	198	6	0	1	255	106	101	54	2.262681	0.000088	14.473013	1
0	6776	8750	38	3	0	1	179	73	74	35	1.772483	0.000088	14.906359	2
0	9625	9771	198	6	0	1	258	112	94	58	2.262681	0.000088	15.433106	2
0	7796	8092	358	8	0	1	276	117	99	68	3.365728	0.000088	14.490651	173
0	7698	8123	106	3	0	1	238	98	91	52	1.696349	0.000088	14.503866	1
0	8432	8472	375	7	0	1	261	111	102	55	2.310226	0.000088	14.738491	1
0	8009	8182	198	6	0	1	243	104	89	56	2.262681	0.000088	14.535884	2
0	8092	8200	358	8	0	1	281	118	100	71	3.365728	0.000088	14.546776	173
0	7824	8220	139	3	0	1	241	91	90	63	2.407843	0.000088	14.561258	1
0	8200	8854	358	8	0	1	284	119	100	73	3.365728	0.000088	14.975373	173
0	8451	8564	376	5	0	1	260	102	105	58	2.392522	0.000088	14.800919	17
0	8182	8309	198	6	0	1	247	107	90	56	2.262681	0.000088	14.632551	2
0	10163	11070	381	6	0	1	302	115	126	67	2.780775	0.000088	16.060062	9
0	8220	9022	139	3	0	1	248	95	91	65	2.407843	0.000088	15.055586	1
0	8123	8401	106	3	0	1	243	100	94	52	1.696349	0.000088	14.692494	1
0	8440	8451	376	5	0	1	257	101	105	56	2.392522	0.000088	14.723338	17
0	8630	8834	381	6	0	1	274	105	114	61	2.780775	0.000088	14.961965	17
0	7978	8527	139	3	0	1	259	98	96	68	2.407843	0.000088	14.776986	316
0	8750	8888	397	4	0	1	181	75	75	35	2.794380	0.000088	14.989006	2
0	8401	8651	106	3	0	1	248	102	97	52	1.696349	0.000088	14.844744	1
0	8472	8676	375	7	0	1	268	113	104	58	2.310226	0.000088	14.860057	1
0	8834	9110	381	6	0	1	280	108	117	61	2.780775	0.000088	15.097303	17
0	9067	9229	358	8	0	1	297	126	104	75	3.365728	0.000088	15.151171	158
0	8527	8793	139	3	0	1	262	99	97	69	2.407843	0.000088	14.932425	316
0	10360	10364	358	8	0	1	312	131	109	80	3.365728	0.000088	15.732524	158
0	8793	8881	139	3	0	1	266	102	98	69	2.407843	0.000088	14.987711	316
0	8888	8933	397	4	0	1	187	77	75	39	2.794380	0.000088	15.015722	2
0	8780	8952	375	7	0	1	275	115	107	60	2.310226	0.000088	15.023797	1
0	8933	9221	397	4	0	1	190	79	76	39	2.794380	0.000088	15.148822	2
0	9065	9066	358	8	0	1	293	122	104	75	3.365728	0.000088	15.074432	15
0	9022	9049	139	3	0	1	250	96	92	65	2.407843	0.000088	15.067445	1
0	8854	9065	358	8	0	1	291	122	102	75	3.365728	0.000088	15.072549	173
0	9065	9067	358	8	0	1	294	125	102	75	3.365728	0.000088	15.074432	158
0	9066	9291	358	8	0	1	296	122	107	75	3.365728	0.000088	15.190972	15
0	9049	9261	139	3	0	1	253	97	93	66	2.407843	0.000088	15.174306	1
0	9110	9256	381	6	0	1	282	109	118	61	2.780775	0.000088	15.172116	8
0	12173	12232	358	8	0	1	359	145	129	93	3.365728	0.000088	16.605507	65
0	10071	10403	139	3	0	1	271	107	98	69	2.407843	0.000088	15.743168	1
0	8952	9338	375	7	0	1	281	117	110	61	2.310226	0.000088	15.214632	1
0	11577	12264	358	8	0	1	341	140	119	90	3.365728	0.000088	16.618031	15
0	10194	10223	381	6	0	1	311	117	131	69	2.780775	0.000088	15.658482	8
0	9951	9974	358	8	0	1	311	128	112	79	3.365728	0.000088	15.545701	15
0	9256	9517	381	6	0	1	288	111	121	62	2.780775	0.000088	15.305177	8
0	10223	10892	381	6	0	1	318	122	133	69	2.780775	0.000088	15.958991	8
0	8309	9625	198	6	0	1	252	109	91	58	2.262681	0.000088	15.361853	2
0	9876	9962	397	4	0	1	211	84	83	48	2.794380	0.000088	15.539605	2
0	9221	9837	397	4	0	1	194	80	78	40	2.794380	0.000088	15.469790	2
0	9517	9684	381	6	0	1	291	112	122	63	2.780775	0.000088	15.392474	8
0	9165	9686	431	4	0	1	282	108	104	74	2.539962	0.000088	15.392684	316
0	9261	9716	139	3	0	1	258	99	95	67	2.407843	0.000088	15.406722	1
0	9837	9876	397	4	0	1	205	83	81	45	2.794380	0.000088	15.487013	2
0	9962	10606	397	4	0	1	216	85	85	50	2.794380	0.000088	15.837010	2
0	9771	9903	198	6	0	1	261	114	95	58	2.262681	0.000088	15.500800	2
0	9291	9951	358	8	0	1	306	127	110	77	3.365728	0.000088	15.534018	15
0	10364	10405	358	8	0	1	315	132	109	82	3.365728	0.000088	15.744644	63
0	10403	10581	139	3	0	1	273	108	99	69	2.407843	0.000088	15.827300	1
0	10310	10399	375	7	0	1	291	121	111	66	2.310226	0.000088	15.742885	1
0	9716	10071	139	3	0	1	266	103	98	68	2.407843	0.000088	15.591063	1
0	11070	11525	381	6	0	1	306	116	127	69	2.780775	0.000088	16.283857	9
0	9255	10163	381	6	0	1	294	113	123	64	2.780775	0.000088	15.624594	9
0	10004	10194	381	6	0	1	308	117	129	68	2.780775	0.000088	15.640493	8
0	10844	11028	106	3	0	1	262	106	102	57	1.696349	0.000088	16.039185	1
0	10981	11595	358	8	0	1	339	141	121	85	3.365728	0.000088	16.317238	13
0	10669	11226	358	8	0	1	321	130	117	82	3.365728	0.000088	16.143269	15
0	9338	10310	375	7	0	1	286	118	110	65	2.310226	0.000088	15.696800	1
0	10245	10325	453	7	0	1	272	119	98	62	2.785326	0.000088	15.705123	2
0	9686	10363	431	4	0	1	288	111	106	75	2.539962	0.000088	15.731729	316
0	15388	15571	687	8	0	1	365	134	135	104	4.997663	0.000088	18.012289	46
0	10979	10980	358	8	0	1	332	136	119	85	3.365728	0.000088	16.003508	74
0	10364	10406	358	8	0	1	318	133	113	80	3.365728	0.000088	15.744644	95
0	11469	11498	139	3	0	1	289	115	102	75	2.407843	0.000088	16.273760	1
0	11486	12862	381	6	0	1	346	135	141	76	2.780775	0.000088	16.898788	2
0	10325	10592	453	7	0	1	279	120	103	63	2.785326	0.000088	15.832351	2
0	10592	10596	453	7	0	1	283	121	104	65	2.785326	0.000088	15.833465	2
0	11480	11577	358	8	0	1	336	139	117	88	3.365728	0.000088	16.312305	15
0	13258	13276	509	5	0	1	351	139	125	92	2.823879	0.000088	17.088181	1
0	15349	15438	397	4	0	1	265	102	102	65	2.794380	0.000088	17.958910	2
0	9974	10669	358	8	0	1	316	130	114	80	3.365728	0.000088	15.865620	15
0	10405	10689	358	8	0	1	318	132	111	83	3.365728	0.000088	15.873734	63
0	10581	10725	139	3	0	1	277	110	99	71	2.407843	0.000088	15.887652	1
0	10905	11212	358	8	0	1	329	136	113	88	3.365728	0.000088	16.133532	25
0	10725	11042	139	3	0	1	280	111	100	72	2.407843	0.000088	16.045767	1
0	11226	11318	358	8	0	1	330	133	121	84	3.365728	0.000088	16.179300	11
0	11498	11761	139	3	0	1	296	118	102	79	2.407843	0.000088	16.392954	1
0	10050	10844	106	3	0	1	256	102	101	56	1.696349	0.000088	15.940772	1
0	12732	12840	358	8	0	1	364	146	132	94	3.365728	0.000088	16.889585	61
0	10689	10905	358	8	0	1	324	135	113	84	3.365728	0.000088	15.963713	63
0	12989	13707	601	9	0	1	358	145	125	97	3.436654	0.000088	17.270308	11
0	11345	11516	358	8	0	1	334	136	117	89	3.365728	0.000088	16.280439	25
0	11053	11164	381	6	0	1	327	127	135	71	2.780775	0.000088	16.110291	6
0	10406	10979	358	8	0	1	324	134	117	81	3.365728	0.000088	16.002666	95
0	10979	10981	358	8	0	1	330	136	119	83	3.365728	0.000088	16.003508	21
0	10892	11053	381	6	0	1	322	124	134	70	2.780775	0.000088	16.049896	8
0	13112	13162	509	5	0	1	341	136	121	89	2.823879	0.000088	17.033840	1
0	11892	12385	358	8	0	1	356	150	127	87	3.365728	0.000088	16.679117	13
0	11213	11479	358	8	0	1	337	139	119	87	3.365728	0.000088	16.265631	23
0	11053	11165	381	6	0	1	327	127	134	72	2.780775	0.000088	16.110291	2
0	11883	12148	358	8	0	1	344	143	120	89	3.365728	0.000088	16.570911	23
0	12119	12387	358	8	0	1	356	147	134	83	3.365728	0.000088	16.679657	8
0	10363	11211	431	4	0	1	295	113	108	78	2.539962	0.000088	16.132635	316
0	10905	11213	358	8	0	1	328	135	115	86	3.365728	0.000088	16.133532	38
0	11516	12317	358	8	0	1	338	137	119	90	3.365728	0.000088	16.641502	14
0	12172	12250	358	8	0	1	353	142	128	91	3.365728	0.000088	16.613119	9
0	11226	11319	358	8	0	1	331	130	121	88	3.365728	0.000088	16.179300	4
0	11595	11667	358	8	0	1	345	145	122	86	3.365728	0.000088	16.346870	13
0	11262	11388	358	8	0	1	338	138	121	87	3.365728	0.000088	16.213049	74
0	11212	11345	358	8	0	1	331	136	115	88	3.365728	0.000088	16.194075	25
0	11318	11395	358	8	0	1	332	134	122	84	3.365728	0.000088	16.216709	11
0	19096	19122	358	8	0	1	399	157	142	108	3.365728	0.000088	19.103117	5
0	12780	13098	358	8	0	1	351	142	125	92	3.365728	0.000088	17.008600	13
0	11042	11469	139	3	0	1	286	114	101	74	2.407843	0.000088	16.256468	1
0	11213	11480	358	8	0	1	333	136	117	88	3.365728	0.000088	16.265631	15
0	11165	11486	381	6	0	1	336	133	136	73	2.780775	0.000088	16.268633	2
0	11211	11488	501	5	0	1	299	115	109	80	2.790832	0.000088	16.268770	316
0	11479	11883	358	8	0	1	342	142	120	88	3.365728	0.000088	16.453875	23
0	10981	11596	358	8	0	1	336	138	123	83	3.365728	0.000088	16.317238	8
0	10606	11652	397	4	0	1	219	85	86	52	2.794380	0.000088	16.343086	2
0	14457	14721	569	9	0	1	364	142	134	97	3.380651	0.000088	17.684551	7
0	13473	13543	358	8	0	1	379	154	134	99	3.365728	0.000088	17.201065	4
0	11596	11732	358	8	0	1	342	141	126	83	3.365728	0.000088	16.377481	8
0	12498	12677	358	8	0	1	353	146	122	93	3.365728	0.000088	16.818359	23
0	11761	11772	509	5	0	1	304	125	103	81	2.823879	0.000088	16.399246	1
0	11525	11834	381	6	0	1	308	116	127	71	2.780775	0.000088	16.431307	9
0	11667	11892	358	8	0	1	352	148	125	87	3.365728	0.000088	16.458017	13
0	16557	16626	628	7	0	1	396	160	140	103	4.674664	0.000088	18.404539	14
0	10399	12134	527	8	0	1	295	123	114	66	2.433946	0.000088	16.565083	1
0	11772	11939	509	5	0	1	315	128	108	84	2.823879	0.000088	16.478899	1
0	11319	11984	358	8	0	1	337	133	121	91	3.365728	0.000088	16.497240	4
0	15114	15388	628	7	0	1	356	131	133	99	4.674664	0.000088	17.939302	46
0	11652	11999	397	4	0	1	220	85	87	52	2.794380	0.000088	16.502996	2
0	11388	12034	358	8	0	1	341	138	124	87	3.365728	0.000088	16.519686	74
0	11395	12013	358	8	0	1	336	135	123	86	3.365728	0.000088	16.513819	11
0	11488	12049	501	5	0	1	304	116	110	83	2.790832	0.000088	16.526913	316
0	12034	12172	358	8	0	1	349	140	126	91	3.365728	0.000088	16.577566	9
0	12366	12933	106	3	0	1	280	117	105	61	1.696349	0.000088	16.926828	1
0	12385	13146	358	8	0	1	360	151	130	87	3.365728	0.000088	17.029840	13
0	11028	12075	106	3	0	1	268	110	103	58	1.696349	0.000088	16.533146	1
0	11834	12093	381	6	0	1	311	117	129	71	2.780775	0.000088	16.543621	9
0	12049	12101	501	5	0	1	308	118	111	84	2.790832	0.000088	16.544600	316
0	11984	12113	358	8	0	1	344	135	124	93	3.365728	0.000088	16.551853	4
0	11732	12119	358	8	0	1	346	143	128	83	3.365728	0.000088	16.555780	8
0	13006	13989	567	4	0	1	288	119	110	63	1.701910	0.000088	17.393883	1
