Population	Parent	Identity	DriverIdentity	DriverMutations	MigrationMutations	Immortal	PassengerMutations	S1Mutations	S2Mutations	S3Mutations	BirthRate	MigrationRate	OriginTime	Descendants
0	15980	16231	628	7	0	1	384	139	141	111	4.674664	0.000088	18.273914	31
0	15751	16463	381	6	0	1	351	134	141	82	2.780775	0.000088	18.345999	9
0	17897	18301	564	9	0	1	415	166	159	99	3.508739	0.000088	18.891218	7
0	15779	16247	628	7	0	1	378	148	137	100	4.674664	0.000088	18.277170	1
0	15975	16725	692	10	0	1	414	166	148	110	3.501280	0.000088	18.442137	4
0	16048	16287	713	8	0	1	361	136	133	100	5.445080	0.000088	18.286640	14
0	15911	16417	628	7	0	1	378	142	141	102	4.674664	0.000088	18.328119	3
0	15621	16407	673	9	0	1	408	165	145	107	3.413214	0.000088	18.326668	2
0	17286	18010	789	8	0	1	380	144	141	103	5.121121	0.000088	18.824368	13
1	20277	20672	628	7	0	1	427	168	155	111	4.674664	0.000088	19.492538	1
0	18596	18861	358	8	0	1	417	167	141	117	3.365728	0.000088	19.037207	1
0	20949	21095	628	7	0	1	464	176	167	128	4.674664	0.000088	19.587669	3
0	16054	16384	628	7	0	1	375	141	141	100	4.674664	0.000088	18.316294	12
0	21559	21764	915	9	0	1	449	163	170	125	5.134372	0.000088	19.739420	3
0	17267	17279	633	9	0	1	453	169	170	123	3.761056	0.000088	18.612982	9
0	16411	16415	381	6	0	1	375	141	160	80	2.780775	0.000088	18.327953	4
0	16720	17058	656	9	0	1	424	166	153	114	3.371029	0.000088	18.551441	2
0	16039	16428	358	8	0	1	423	174	147	110	3.365728	0.000088	18.330580	2
0	16359	16430	358	8	0	1	400	154	148	106	3.365728	0.000088	18.330759	1
0	19140	19334	799	10	0	1	443	160	167	126	5.409605	0.000088	19.162821	1
0	16341	16442	628	7	0	1	386	155	138	100	4.674664	0.000088	18.336950	14
0	18164	18319	628	7	0	1	409	154	154	108	4.674664	0.000088	18.894514	12
0	17747	17983	397	4	0	1	290	107	112	75	2.794380	0.000088	18.818546	2
0	18283	19286	630	10	0	1	423	166	156	111	3.522344	0.000088	19.149790	1
0	16428	16472	358	8	0	1	428	175	150	111	3.365728	0.000088	18.346878	1
0	16203	16488	397	4	0	1	277	104	108	69	2.794380	0.000088	18.352068	2
0	17367	17722	358	8	0	1	451	182	160	117	3.365728	0.000088	18.741280	1
0	17472	18215	628	7	0	1	395	144	145	113	4.674664	0.000088	18.870153	17
0	17058	17142	656	9	0	1	427	167	155	114	3.371029	0.000088	18.578444	2
0	16994	17328	628	7	0	1	393	152	141	107	4.674664	0.000088	18.624102	47
0	16287	16526	713	8	0	1	370	141	137	100	5.445080	0.000088	18.366165	14
0	16526	16536	713	8	0	1	376	143	138	103	5.445080	0.000088	18.372232	14
0	15927	16648	687	8	0	1	380	136	144	108	4.997663	0.000088	18.412411	5
0	14857	17019	567	4	0	1	303	125	114	68	1.701910	0.000088	18.542448	1
0	16442	16557	628	7	0	1	390	157	138	102	4.674664	0.000088	18.375360	14
0	16463	16741	381	6	0	1	356	136	143	83	2.780775	0.000088	18.451235	2
0	16184	17219	628	7	0	1	375	142	139	101	4.674664	0.000088	18.600199	13
0	15441	16979	381	6	0	1	361	139	148	80	2.780775	0.000088	18.527664	2
0	17583	17955	692	10	0	1	456	180	160	126	3.501280	0.000088	18.808252	7
0	16395	16615	628	7	0	1	388	145	140	110	4.674664	0.000088	18.400017	14
0	16725	17092	692	10	0	1	416	166	148	112	3.501280	0.000088	18.562004	4
0	17736	17758	358	8	0	1	435	172	149	122	3.365728	0.000088	18.752718	5
0	17117	17267	633	9	0	1	444	166	168	119	3.761056	0.000088	18.610243	9
0	15927	16649	725	9	0	1	378	139	140	108	5.123222	0.000088	18.412411	41
0	16604	16655	628	7	0	1	387	156	139	99	4.674664	0.000088	18.415194	15
0	16614	16703	628	7	0	1	387	144	141	109	4.674664	0.000088	18.433279	17
0	16683	16767	633	9	0	1	435	165	163	116	3.761056	0.000088	18.463150	9
0	17294	17332	725	9	0	1	386	143	141	111	5.123222	0.000088	18.627289	4
0	15245	16674	569	9	0	1	393	151	146	105	3.380651	0.000088	18.425587	7
0	17541	17973	731	12	0	1	471	190	165	128	5.147478	0.000088	18.815037	23
0	16216	16680	628	7	0	1	381	142	140	106	4.674664	0.000088	18.427172	21
0	16674	16690	569	9	0	1	399	155	148	105	3.380651	0.000088	18.429369	3
0	16703	16945	628	7	0	1	389	144	143	109	4.674664	0.000088	18.518433	17
0	16472	16702	358	8	0	1	431	175	151	113	3.365728	0.000088	18.432167	1
0	15938	16708	453	7	0	1	324	140	115	76	2.785326	0.000088	18.433491	2
0	15940	16716	731	12	0	1	460	186	161	125	5.147478	0.000088	18.435986	23
0	16590	16720	656	9	0	1	419	164	152	112	3.371029	0.000088	18.437840	2
0	17360	18110	713	8	0	1	397	148	146	111	5.445080	0.000088	18.852709	2
0	16708	16736	453	7	0	1	326	142	115	76	2.785326	0.000088	18.449585	2
0	16837	16891	643	8	0	1	396	157	157	90	3.046848	0.000088	18.503782	2
0	16036	16740	358	8	0	1	413	164	149	108	3.365728	0.000088	18.450583	2
0	16463	16742	381	6	0	1	354	134	141	85	2.780775	0.000088	18.451235	7
0	16514	16744	358	8	0	1	375	150	129	104	3.365728	0.000088	18.451538	3
0	16384	16766	628	7	0	1	380	143	142	102	4.674664	0.000088	18.462326	6
0	16766	17249	628	7	0	1	388	144	145	106	4.674664	0.000088	18.606400	6
0	16407	16780	673	9	0	1	414	167	147	109	3.413214	0.000088	18.466440	2
0	17722	17917	358	8	0	1	458	185	161	120	3.365728	0.000088	18.799505	1
0	16469	16788	358	8	0	1	404	163	137	112	3.365728	0.000088	18.469128	5
0	16855	16975	633	9	0	1	418	162	156	109	3.761056	0.000088	18.527388	27
0	16680	17715	628	7	0	1	386	144	141	108	4.674664	0.000088	18.738611	16
0	16626	16802	628	7	0	1	401	163	141	104	4.674664	0.000088	18.473978	14
0	16471	16806	358	8	0	1	439	180	153	114	3.365728	0.000088	18.475384	1
0	16742	17032	381	6	0	1	364	137	145	88	2.780775	0.000088	18.544960	7
0	16059	16855	633	9	0	1	415	160	156	108	3.761056	0.000088	18.494022	27
0	21183	21752	950	11	0	1	431	173	167	102	3.936629	0.000088	19.737333	2
0	16536	16846	713	8	0	1	380	145	140	103	5.445080	0.000088	18.491079	5
0	21140	21315	946	8	0	1	430	162	154	122	4.738440	0.000088	19.637800	2
0	16767	17106	633	9	0	1	436	165	164	116	3.761056	0.000088	18.567255	9
0	20267	20390	628	7	0	1	453	178	159	123	4.674664	0.000088	19.428648	4
0	16802	16860	628	7	0	1	406	164	142	107	4.674664	0.000088	18.496611	14
0	16383	17237	628	7	0	1	382	144	143	102	4.674664	0.000088	18.604319	12
0	17414	17525	628	7	0	1	406	167	145	101	4.674664	0.000088	18.674833	19
0	16744	17374	358	8	0	1	379	150	130	107	3.365728	0.000088	18.634668	3
0	17849	18383	775	7	0	1	385	150	151	91	3.180935	0.000088	18.913645	7
1	21527	21642	381	6	0	0	395	152	155	94	2.780775	0.000088	19.710716	1
0	15578	17066	358	8	0	1	408	163	139	114	3.365728	0.000088	18.555393	7
0	17574	17760	628	7	0	1	393	148	148	104	4.674664	0.000088	18.753212	12
0	19822	19827	633	9	0	1	472	185	174	122	3.761056	0.000088	19.280247	5
0	16891	16932	643	8	0	1	401	158	160	91	3.046848	0.000088	18.514359	2
0	19993	20536	725	9	0	1	427	151	160	125	5.123222	0.000088	19.462004	4
0	21103	22777	713	8	0	1	430	162	153	123	5.445080	0.000088	19.959196	2
0	17650	17891	628	7	0	1	408	162	148	105	4.674664	0.000088	18.793049	11
0	16845	17257	713	8	0	1	389	145	144	108	5.445080	0.000088	18.607321	9
0	21613	21658	951	8	0	1	412	151	151	118	5.060031	0.000088	19.714832	2
0	17257	17360	713	8	0	1	392	147	144	109	5.445080	0.000088	18.631056	9
0	19250	19285	846	8	0	1	426	169	154	111	5.396563	0.000088	19.149754	6
0	15780	16994	628	7	0	1	388	152	138	105	4.674664	0.000088	18.533461	47
0	16654	17056	628	7	0	1	391	159	141	98	4.674664	0.000088	18.551071	30
0	16869	17000	358	8	0	1	384	153	133	106	3.365728	0.000088	18.534882	6
0	18433	18516	731	12	0	1	480	193	168	131	5.147478	0.000088	18.950642	23
0	16628	17006	644	9	0	1	417	166	158	102	3.461696	0.000088	18.536764	1
0	16615	17128	628	7	0	1	396	148	143	112	4.674664	0.000088	18.572601	14
0	17249	17297	628	7	0	1	392	145	146	108	4.674664	0.000088	18.617229	6
0	21569	22195	1001	8	0	1	474	185	169	128	5.280009	0.000088	19.831203	2
0	16430	17025	358	8	0	1	403	156	148	107	3.365728	0.000088	18.543604	1
0	17025	17037	358	8	0	1	408	157	152	107	3.365728	0.000088	18.547075	1
0	17098	17293	725	9	0	1	383	140	143	109	5.123222	0.000088	18.615982	10
0	20581	20714	692	10	0	1	492	189	178	135	3.501280	0.000088	19.502085	2
0	17019	17434	567	4	0	1	312	128	115	73	1.701910	0.000088	18.654503	1
0	16655	17255	628	7	0	1	389	157	140	99	4.674664	0.000088	18.606941	12
0	18482	18652	628	7	0	1	393	146	144	110	4.674664	0.000088	18.990082	16
0	17066	17191	358	8	0	1	411	166	139	114	3.365728	0.000088	18.593863	1
0	17374	17485	358	8	0	1	382	150	132	108	3.365728	0.000088	18.667309	3
0	16649	17099	725	9	0	1	383	141	143	108	5.123222	0.000088	18.565125	27
0	18112	18201	628	7	0	1	428	172	156	107	4.674664	0.000088	18.867357	8
0	16089	17113	564	9	0	1	403	162	154	96	3.508739	0.000088	18.569336	7
0	17106	17117	633	9	0	1	440	166	166	117	3.761056	0.000088	18.570190	9
0	15687	17121	748	9	0	1	385	160	139	95	3.756236	0.000088	18.570692	13
0	18269	18606	509	5	0	1	394	148	143	108	2.823879	0.000088	18.978115	1
0	16453	17139	628	7	0	1	381	142	142	104	4.674664	0.000088	18.577318	10
0	18376	18393	628	7	0	1	405	150	151	111	4.674664	0.000088	18.914568	10
0	18034	18050	633	9	0	1	468	176	175	126	3.761056	0.000088	18.835131	9
0	18393	18620	628	7	0	1	411	152	152	114	4.674664	0.000088	18.982113	10
0	18010	18549	789	8	0	1	386	147	143	104	5.121121	0.000088	18.960390	13
0	16780	17182	673	9	0	1	418	168	148	111	3.413214	0.000088	18.589840	2
0	16512	17235	630	10	0	1	417	165	152	110	3.522344	0.000088	18.602629	1
0	17989	18530	692	10	0	1	431	170	152	119	3.501280	0.000088	18.953112	4
0	17066	17192	754	9	0	1	409	165	139	114	3.716587	0.000088	18.593863	6
0	17351	18291	628	7	0	1	398	151	148	106	4.674664	0.000088	18.887079	3
0	16184	17220	628	7	0	1	380	144	140	103	4.674664	0.000088	18.600199	11
0	17682	18672	725	9	0	1	400	148	148	113	5.123222	0.000088	18.993013	10
0	17332	17507	725	9	0	1	393	147	142	113	5.123222	0.000088	18.672207	4
0	16997	17230	628	7	0	1	386	147	143	103	4.674664	0.000088	18.601536	3
0	16512	17236	630	10	0	1	415	165	151	109	3.522344	0.000088	18.602629	3
0	16383	17238	628	7	0	1	384	145	144	102	4.674664	0.000088	18.604319	5
0	17009	17541	731	12	0	1	467	190	163	126	5.147478	0.000088	18.680496	23
0	16655	17256	628	7	0	1	388	156	139	100	4.674664	0.000088	18.606941	3
0	16846	17264	713	8	0	1	383	145	141	105	5.445080	0.000088	18.608885	5
0	16702	17274	358	8	0	1	438	178	154	114	3.365728	0.000088	18.612137	1
0	17092	17545	692	10	0	1	420	167	148	115	3.501280	0.000088	18.681395	4
0	17219	17286	628	7	0	1	378	142	141	102	4.674664	0.000088	18.613138	13
0	17098	17294	725	9	0	1	384	142	140	111	5.123222	0.000088	18.615982	4
0	16691	17404	729	11	0	1	403	157	148	109	3.583863	0.000088	18.644928	4
0	17957	18357	358	8	0	1	391	156	138	105	3.365728	0.000088	18.909378	11
0	16827	17327	628	7	0	1	398	144	147	114	4.674664	0.000088	18.623730	31
0	17293	17676	725	9	0	1	388	144	144	109	5.123222	0.000088	18.727585	10
0	17255	17650	628	7	0	1	399	161	143	102	4.674664	0.000088	18.719427	12
0	17612	18181	358	8	0	1	394	154	138	110	3.365728	0.000088	18.863834	3
0	17324	17351	628	7	0	1	395	151	147	104	4.674664	0.000088	18.629614	3
0	17056	17357	628	7	0	1	398	161	144	100	4.674664	0.000088	18.630360	11
0	17236	17359	630	10	0	1	419	168	151	110	3.522344	0.000088	18.630409	3
0	18835	19076	789	8	0	1	398	152	148	106	5.121121	0.000088	19.093599	3
0	17274	17367	358	8	0	1	445	178	159	116	3.365728	0.000088	18.632202	1
0	16949	17371	730	7	0	1	393	147	166	87	2.996694	0.000088	18.632969	4
0	17328	17394	628	7	0	1	395	153	141	108	4.674664	0.000088	18.640118	47
0	18162	18269	509	5	0	1	386	146	137	108	2.823879	0.000088	18.882277	1
0	17247	17385	628	7	0	1	387	149	141	104	4.674664	0.000088	18.638557	1
0	16736	17495	453	7	0	1	332	143	118	78	2.785326	0.000088	18.669588	2
0	17607	17812	358	8	0	1	420	159	156	113	3.365728	0.000088	18.769320	1
0	18095	18108	628	7	0	1	422	172	155	102	4.674664	0.000088	18.852480	8
0	17536	17662	628	7	0	1	389	145	145	106	4.674664	0.000088	18.721907	10
0	17394	18553	628	7	0	1	404	155	146	110	4.674664	0.000088	18.961861	46
0	17099	17425	725	9	0	1	392	143	148	110	5.123222	0.000088	18.651598	27
0	17238	17442	628	7	0	1	386	145	146	102	4.674664	0.000088	18.655771	5
0	16979	17439	381	6	0	1	363	140	148	81	2.780775	0.000088	18.655346	2
0	17006	17441	644	9	0	1	424	170	159	104	3.461696	0.000088	18.655365	1
0	18518	18773	830	8	0	1	443	154	163	134	5.212936	0.000088	19.017403	31
0	17327	17453	628	7	0	1	404	144	150	117	4.674664	0.000088	18.657482	31
0	16030	17455	358	8	0	1	426	172	151	111	3.365728	0.000088	18.657686	2
0	16680	17714	770	8	0	1	387	146	141	108	4.698270	0.000088	18.738611	5
0	19615	19991	725	9	0	1	427	157	156	123	5.123222	0.000088	19.322426	1
0	17220	17476	628	7	0	1	384	146	141	104	4.674664	0.000088	18.664213	11
0	17264	17489	713	8	0	1	388	146	142	108	5.445080	0.000088	18.668591	5
0	18825	18839	628	7	0	1	429	176	157	103	4.674664	0.000088	19.031738	8
0	17917	18000	358	8	0	1	464	186	164	122	3.365728	0.000088	18.821531	1
0	18047	18275	790	10	0	1	404	170	146	98	3.919246	0.000088	18.883423	10
0	17171	17501	381	6	0	1	373	141	148	90	2.780775	0.000088	18.671026	7
0	19657	19735	692	10	0	1	473	185	168	130	3.501280	0.000088	19.258877	7
0	19513	19743	358	8	0	1	437	178	144	123	3.365728	0.000088	19.259888	1
0	17235	18283	630	10	0	1	420	166	154	110	3.522344	0.000088	18.884668	1
0	17359	17512	764	11	0	1	422	171	152	110	3.652180	0.000088	18.672535	3
0	19017	19110	687	8	0	1	398	142	151	113	4.997663	0.000088	19.101067	5
0	18232	18404	799	10	0	1	421	150	159	122	5.409605	0.000088	18.918839	12
0	17139	17536	628	7	0	1	386	145	143	105	4.674664	0.000088	18.678432	10
0	16975	17544	633	9	0	1	425	167	157	110	3.761056	0.000088	18.681103	27
0	17544	17550	633	9	0	1	429	169	158	111	3.761056	0.000088	18.683300	24
0	16788	17554	358	8	0	1	412	166	141	113	3.365728	0.000088	18.685396	5
0	19286	19618	630	10	0	1	426	167	157	112	3.522344	0.000088	19.229416	1
0	17113	17570	564	9	0	1	408	164	157	96	3.508739	0.000088	18.691015	7
0	17237	17574	628	7	0	1	386	146	145	102	4.674664	0.000088	18.691242	12
0	17554	17576	358	8	0	1	417	168	142	115	3.365728	0.000088	18.692101	5
0	17453	17706	628	7	0	1	412	145	156	118	4.674664	0.000088	18.737537	31
0	17182	17666	673	9	0	1	425	169	152	113	3.413214	0.000088	18.722223	2
0	17899	17957	358	8	0	1	384	152	137	103	3.365728	0.000088	18.808994	13
0	18063	18233	569	9	0	1	408	157	152	108	3.380651	0.000088	18.874586	3
0	19285	19364	846	8	0	1	429	170	156	111	5.396563	0.000088	19.170778	2
0	17485	17612	358	8	0	1	390	153	136	109	3.365728	0.000088	18.706760	3
0	17425	17710	725	9	0	1	403	145	151	116	5.123222	0.000088	18.737759	27
0	18554	18964	628	7	0	1	408	158	147	110	4.674664	0.000088	19.064438	1
1	21978	22344	628	7	0	0	432	170	160	109	4.674664	0.000088	19.863520	1
0	19307	19490	628	7	0	1	413	154	150	116	4.674664	0.000088	19.200613	6
0	17501	17645	381	6	0	1	375	143	148	90	2.780775	0.000088	18.718334	7
0	15579	17899	358	8	0	1	382	151	137	102	3.365728	0.000088	18.794624	13
0	19083	19264	799	10	0	1	436	154	162	130	5.409605	0.000088	19.143269	4
0	19461	19578	775	7	0	1	397	153	156	95	3.180935	0.000088	19.220526	1
0	17527	18162	509	5	0	1	380	144	135	106	2.823879	0.000088	18.861200	1
0	17357	17685	628	7	0	1	406	164	148	101	4.674664	0.000088	18.731337	11
0	19635	19875	628	7	0	1	427	160	157	117	4.674664	0.000088	19.290459	14
0	19082	19835	799	10	0	1	434	155	163	126	5.409605	0.000088	19.281548	7
0	18077	18237	628	7	0	1	430	150	162	125	4.674664	0.000088	18.876062	31
0	18652	18869	628	7	0	1	397	146	146	112	4.674664	0.000088	19.040436	16
0	17781	18150	705	9	0	1	403	162	144	106	3.385603	0.000088	18.859028	22
0	18922	19307	628	7	0	1	409	152	149	115	4.674664	0.000088	19.154459	9
0	16192	17721	705	9	0	1	395	160	139	105	3.385603	0.000088	18.739693	22
0	18768	18787	628	7	0	1	414	154	151	116	4.674664	0.000088	19.021120	14
0	18404	18478	799	10	0	1	425	150	160	125	5.409605	0.000088	18.941957	11
0	20903	20963	628	7	0	1	448	171	158	126	4.674664	0.000088	19.564137	1
0	18405	18486	799	10	0	1	423	154	159	120	5.409605	0.000088	18.943798	11
0	21620	21682	830	8	0	1	481	167	180	142	5.212936	0.000088	19.720625	5
0	17942	17977	628	7	0	1	402	157	148	104	4.674664	0.000088	18.816380	6
0	17670	17747	397	4	0	1	286	106	111	73	2.794380	0.000088	18.749449	2
0	21504	22676	930	13	0	1	532	213	186	146	5.234832	0.000088	19.929916	2
0	17297	17779	628	7	0	1	400	150	147	110	4.674664	0.000088	18.758944	6
0	17721	17781	705	9	0	1	401	162	143	105	3.385603	0.000088	18.760124	22
0	17121	17785	748	9	0	1	387	160	140	96	3.756236	0.000088	18.760590	13
0	17710	17799	725	9	0	1	405	145	152	117	5.123222	0.000088	18.763702	4
0	17525	17801	628	7	0	1	409	168	147	101	4.674664	0.000088	18.764507	19
0	18195	19853	656	9	0	1	438	172	158	117	3.371029	0.000088	19.284378	2
0	17128	18199	628	7	0	1	400	148	146	113	4.674664	0.000088	18.866959	14
0	18079	18207	633	9	0	1	442	172	165	114	3.761056	0.000088	18.867996	24
0	17666	17829	673	9	0	1	430	171	153	115	3.413214	0.000088	18.773952	2
0	17507	17840	725	9	0	1	399	149	145	114	5.123222	0.000088	18.776285	4
0	18521	18705	813	9	0	1	457	184	162	120	3.781383	0.000088	19.000256	1
0	18232	18405	799	10	0	1	419	151	158	120	5.409605	0.000088	18.918839	11
0	17662	17864	628	7	0	1	395	146	149	107	4.674664	0.000088	18.783157	10
0	21278	21520	358	8	0	1	413	165	139	117	3.365728	0.000088	19.683800	6
0	17892	18400	628	7	0	1	412	165	147	107	4.674664	0.000088	18.916271	1
0	18148	18361	809	8	0	1	396	148	149	107	5.092616	0.000088	18.910259	5
0	16806	18187	358	8	0	1	446	181	157	116	3.365728	0.000088	18.864330	1
0	17650	17892	628	7	0	1	405	162	146	104	4.674664	0.000088	18.793049	1
0	20381	20382	725	9	0	1	437	160	160	126	5.123222	0.000088	19.427488	3
0	19138	19193	628	7	0	1	422	161	152	116	4.674664	0.000088	19.123629	22
0	17476	17908	628	7	0	1	389	150	141	105	4.674664	0.000088	18.797016	11
0	19315	19354	725	9	0	1	416	155	151	119	5.123222	0.000088	19.167149	4
0	18702	19062	628	7	0	1	418	155	155	115	4.674664	0.000088	19.089226	1
0	18738	18797	628	7	0	1	415	158	150	114	4.674664	0.000088	19.023586	39
0	18737	19901	628	7	0	1	417	159	152	113	4.674664	0.000088	19.300306	4
0	17000	17940	358	8	0	1	388	155	134	107	3.365728	0.000088	18.804930	6
0	17618	17942	628	7	0	1	398	154	147	104	4.674664	0.000088	18.806091	6
0	17441	17948	644	9	0	1	428	171	161	105	3.461696	0.000088	18.806887	1
0	17812	18022	358	8	0	1	424	160	157	115	3.365728	0.000088	18.829096	1
0	17801	17968	628	7	0	1	412	170	148	101	4.674664	0.000088	18.812765	19
0	17760	17972	628	7	0	1	395	149	148	105	4.674664	0.000088	18.813457	12
0	18921	19000	813	9	0	1	476	191	170	124	3.781383	0.000088	19.073532	1
0	16860	17986	628	7	0	1	414	169	143	109	4.674664	0.000088	18.818581	14
0	17545	17989	692	10	0	1	427	169	151	117	3.501280	0.000088	18.819736	4
0	17754	17991	628	7	0	1	422	149	158	122	4.674664	0.000088	18.820103	31
0	21902	21951	825	10	0	1	513	197	186	140	3.849407	0.000088	19.774654	6
0	18869	18922	628	7	0	1	405	150	148	114	4.674664	0.000088	19.052963	10
0	17986	18158	628	7	0	1	418	171	145	109	4.674664	0.000088	18.860327	14
0	17785	18015	790	10	0	1	396	165	143	98	3.919246	0.000088	18.824800	13
0	18275	18847	790	10	0	1	412	174	148	100	3.919246	0.000088	19.035160	3
0	18980	19344	789	8	0	1	403	156	146	109	5.121121	0.000088	19.165354	4
0	17925	18241	801	8	0	1	352	156	121	83	2.839136	0.000088	18.876678	2
0	18836	19029	789	8	0	1	394	149	148	105	5.121121	0.000088	19.078430	6
0	16932	18219	643	8	0	1	404	160	161	91	3.046848	0.000088	18.871683	2
0	18015	18047	790	10	0	1	400	167	145	98	3.919246	0.000088	18.833866	13
0	18949	18992	633	9	0	1	444	174	163	116	3.761056	0.000088	19.071468	3
0	16690	18063	569	9	0	1	403	157	150	105	3.380651	0.000088	18.839348	3
0	18413	19418	644	9	0	1	441	179	164	107	3.461696	0.000088	19.184603	1
0	18481	18534	358	8	0	1	480	191	169	128	3.365728	0.000088	18.954277	1
0	17142	18075	656	9	0	1	432	170	155	116	3.371029	0.000088	18.842016	2
0	17991	18077	628	7	0	1	425	149	160	123	4.674664	0.000088	18.842230	31
0	17550	18079	633	9	0	1	437	171	162	113	3.761056	0.000088	18.842537	24
0	18923	18950	628	7	0	1	405	150	150	112	4.674664	0.000088	19.060532	6
0	18667	19212	628	7	0	1	432	176	151	112	4.674664	0.000088	19.129311	8
0	19529	19543	628	7	0	1	441	172	157	119	4.674664	0.000088	19.211308	2
0	18584	18835	789	8	0	1	393	149	147	105	5.121121	0.000088	19.031218	3
1	21834	22743	633	9	0	0	509	198	193	127	3.761056	0.000088	19.947968	1
0	19757	19855	879	10	0	1	459	188	171	110	3.687848	0.000088	19.284620	1
0	17968	18095	628	7	0	1	414	170	150	101	4.674664	0.000088	18.847069	19
0	18095	18109	628	7	0	1	416	170	151	102	4.674664	0.000088	18.852480	11
0	17360	18111	713	8	0	1	396	147	146	111	5.445080	0.000088	18.852709	7
0	21795	21841	628	7	0	1	484	198	167	126	4.674664	0.000088	19.755198	1
0	19216	19807	849	9	0	1	403	161	143	108	3.747409	0.000088	19.275223	4
0	17779	18131	628	7	0	1	401	151	147	110	4.674664	0.000088	18.856565	2
0	18111	18133	713	8	0	1	399	148	147	112	5.445080	0.000088	18.856701	7
0	20345	20680	731	12	0	1	531	213	187	143	5.147478	0.000088	19.494638	1
0	17442	18148	628	7	0	1	391	145	148	105	4.674664	0.000088	18.858887	5
0	19260	19280	852	10	0	1	405	158	144	113	3.514890	0.000088	19.148605	4
0	19075	19689	790	10	0	1	416	172	152	102	3.919246	0.000088	19.247143	3
0	17972	18164	628	7	0	1	403	152	152	106	4.674664	0.000088	18.861208	12
0	19438	19654	633	9	0	1	464	182	174	117	3.761056	0.000088	19.239681	2
0	21004	21119	930	13	0	1	524	211	184	142	5.234832	0.000088	19.596136	9
0	17455	18281	358	8	0	1	433	174	154	113	3.365728	0.000088	18.884499	2
0	18048	18226	358	8	0	1	402	161	136	113	3.365728	0.000088	18.871939	6
0	21427	21945	789	8	0	1	441	165	167	117	5.121121	0.000088	19.773212	4
0	19855	19951	879	10	0	1	465	189	173	113	3.687848	0.000088	19.314465	1
0	18112	18202	628	7	0	1	428	172	157	106	4.674664	0.000088	18.867357	3
0	21051	21071	799	10	0	1	454	168	172	124	5.409605	0.000088	19.581991	1
0	20914	21285	725	9	0	1	431	163	153	124	5.123222	0.000088	19.631241	8
0	20118	21323	790	10	0	1	432	179	158	105	3.919246	0.000088	19.639429	3
0	18486	18899	799	10	0	1	430	158	160	122	5.409605	0.000088	19.048071	4
0	20377	21678	975	7	0	1	369	142	151	83	2.789524	0.000088	19.719999	2
0	17973	18433	731	12	0	1	476	193	166	129	5.147478	0.000088	18.929623	23
0	17798	18232	799	10	0	1	415	149	157	119	5.409605	0.000088	18.874252	23
0	18237	18307	628	7	0	1	432	152	162	125	4.674664	0.000088	18.891291	31
0	20983	21091	852	10	0	1	430	170	155	115	3.514890	0.000088	19.585993	1
0	18130	18246	628	7	0	1	410	156	151	110	4.674664	0.000088	18.877361	4
0	18131	18396	628	7	0	1	403	151	149	110	4.674664	0.000088	18.915281	2
0	19655	19679	633	9	0	1	467	183	175	118	3.761056	0.000088	19.243055	9
0	17519	18622	527	8	0	1	332	138	125	77	2.433946	0.000088	18.982693	1
0	18900	19410	799	10	0	1	436	160	164	122	5.409605	0.000088	19.183197	7
0	18215	18264	628	7	0	1	399	145	146	115	4.674664	0.000088	18.881207	17
0	20068	20176	883	13	0	1	527	214	180	146	5.272857	0.000088	19.368340	6
0	18047	18276	790	10	0	1	405	168	149	98	3.919246	0.000088	18.883423	3
0	18808	19072	569	9	0	1	400	155	142	112	3.380651	0.000088	19.091915	4
0	19354	19370	725	9	0	1	417	155	151	120	5.123222	0.000088	19.172665	4
0	18022	18304	358	8	0	1	431	164	159	116	3.365728	0.000088	18.891241	1
0	18304	18814	358	8	0	1	438	168	161	117	3.365728	0.000088	19.028481	1
0	19936	20346	381	6	0	1	371	142	149	86	2.780775	0.000088	19.416008	1
0	17385	18322	628	7	0	1	390	150	142	105	4.674664	0.000088	18.894697	1
0	19816	19851	628	7	0	1	435	165	159	118	4.674664	0.000088	19.284098	1
0	17512	18330	764	11	0	1	429	176	153	111	3.652180	0.000088	18.897882	3
0	17908	18332	628	7	0	1	393	152	141	107	4.674664	0.000088	18.898451	11
0	18837	18845	358	8	0	1	505	200	176	137	3.365728	0.000088	19.035097	1
0	19344	20512	789	8	0	1	409	158	148	111	5.121121	0.000088	19.459295	4
0	18281	18338	358	8	0	1	441	179	157	113	3.365728	0.000088	18.902948	2
0	18150	18344	805	10	0	1	409	165	146	108	3.520433	0.000088	18.905523	22
0	19968	20154	789	8	0	1	415	157	156	110	5.121121	0.000088	19.361990	6
0	18705	18763	813	9	0	1	465	188	164	122	3.781383	0.000088	19.014643	1
0	18478	19082	799	10	0	1	430	151	163	126	5.409605	0.000088	19.094582	7
0	17957	18358	358	8	0	1	389	156	138	103	3.365728	0.000088	18.909378	2
0	18950	19308	628	7	0	1	412	153	153	113	4.674664	0.000088	19.154673	2
0	18479	18886	799	10	0	1	429	152	164	123	5.409605	0.000088	19.044815	1
0	17864	18376	628	7	0	1	400	147	149	111	4.674664	0.000088	18.912867	10
0	18181	18382	358	8	0	1	397	154	139	112	3.365728	0.000088	18.913488	3
0	18307	18518	628	7	0	1	438	153	162	130	4.674664	0.000088	18.951508	31
1	21511	22006	813	9	0	0	498	204	174	129	3.781383	0.000088	19.786200	1
